colaborador,in_degree,out_degree,in_degree_weighted,out_degree_weighted,betweenness,closeness,pagerank
StorytellerCZ,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
MGross21,1,3,1,3,6.047818916230127e-05,0.07027712821183055,5.799251298586659e-05
ahowardm,1,1,1,1,0.0027819466837612976,0.07019051715827081,5.799251298586659e-05
kshatriya-abhay,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
MidnightSlicer,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
tonimarmol,1,1,1,1,0.0,0.07019051715827081,5.799251298586659e-05
eddiedale,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
ATeal,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
CobyPowers,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
rajayonin,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
prabhchintan,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
v-oleg,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
cassiozen,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
AzlanEh,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
bcye,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
lordhgk,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
sguergachi,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
gyaaniguy,1,7,1,8,0.0013595617195598262,0.07017700599038663,5.799251298586659e-05
oppegard,1,2,1,3,0.00019170754731577823,0.07017700599038663,5.799251298586659e-05
Penguin-SAMA,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
JaimeStill,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
adschem,1,1,1,1,0.0,0.07027712821183055,5.799251298586659e-05
W4HO-ham,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
nakul-krishnakumar,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
carlinhoshk,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
timmo001,1,2,1,2,0.00013389460952900728,0.07027712821183055,5.799251298586659e-05
dubu-heart,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
HalanoSiblee,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
himangshusingh,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
jhosdev,1,1,1,1,0.0017386480847759564,0.07019051715827081,5.799251298586659e-05
whitallee,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
thehouseisonfire,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
HadiRJ-web,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
dcadenas,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
AlexZeitler,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
View-my-Git-Lab-krafi,1,1,1,2,6.047818916230127e-05,0.07027712821183055,5.799251298586659e-05
atcriteria,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
terrablue,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
neilsmith,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
ZeroSegFault,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
joshuafouch,1,4,1,4,0.0003535419776972425,0.07017700599038663,5.799251298586659e-05
cpuccino,1,1,1,1,9.662609001284943e-05,0.07020403352976287,5.799251298586659e-05
justinhhorner,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
ranger-ross,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
ardfard,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
mvaled,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
R1kaB3rN,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
Shreyas-ITB,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
KalisterOS,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
adelplace,1,1,1,1,7.776033107847797e-05,0.07027712821183055,5.799251298586659e-05
jmargeta,1,1,1,1,0.00026711907586717866,0.07028524120301881,5.799251298586659e-05
adriandersen,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
micahkepe,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
lmello0,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
ry10hu,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
tirab,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
RexsyBima,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
justbispo,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
calvinludwig,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
minatsilvester,1,1,1,2,0.0,0.07019051715827081,5.799251298586659e-05
RenzoRichter,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
fowlie,1,7,1,9,0.0004465234823196098,0.07019051715827081,5.799251298586659e-05
zestfulmouse,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
avinashjoshi,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
IrregularPersona,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
AhmedCharfeddine,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
keithhubner,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
phush0,1,1,1,2,0.0,0.07027712821183055,5.799251298586659e-05
bftanase,1,1,1,1,6.047818916230127e-05,0.07027712821183055,5.799251298586659e-05
pinionless,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
mxraw,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
tomschlick,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
etmartinkazoo,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
joonjeong,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
tsolak9,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
tonysm,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
eugeneprib,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
SOBANEJAZ,1,2,1,3,0.0001337605808908401,0.07021755510786952,5.799251298586659e-05
Jamesking56,1,1,1,1,6.932966380792514e-05,0.07019051715827081,5.799251298586659e-05
wesleycole,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
Diing54,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
bombless,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
eyadsibai,1,1,1,1,7.973390277548966e-05,0.07027712821183055,5.799251298586659e-05
GiovanniSchiavo,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
folone,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
qollin,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
Chris24680,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
Arash-Afshar,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
l0gicgate,1,1,1,2,0.0,0.07019051715827081,5.799251298586659e-05
KR9SIS,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
phanirithvij,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
Atrena,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
fazzledev,1,1,1,1,0.000224158429713327,0.07019051715827081,5.799251298586659e-05
js,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
wriver0s,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
lajjne,1,1,1,1,0.0,0.07027712821183055,5.799251298586659e-05
segusantos,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
QuarkOnRails,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
sxl613,1,4,1,9,0.00029559368530400986,0.07020403352976287,5.799251298586659e-05
bscott,1,3,1,5,7.299774043033542e-05,0.07027712821183055,5.799251298586659e-05
jmelahman,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
taq,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
BajaBlasta,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
LomSeb,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
0xRichardH,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
t0gun,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
lypanov,1,2,1,2,0.0002661808754000084,0.07021755510786952,5.799251298586659e-05
dwaynebradley,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
inhesrom,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
v22-dot,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
omygolly,1,1,1,1,3.2204683547945655e-05,0.07031235219287532,5.799251298586659e-05
mouseoi9,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
nemuiyarou,1,1,1,1,8.033963775965079e-05,0.07027712821183055,5.799251298586659e-05
p134c0d3,1,1,1,1,0.00013389460952900728,0.07027712821183055,5.799251298586659e-05
sudohades,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
SytexMC,1,1,1,1,0.0,0.07027712821183055,5.799251298586659e-05
mtk3d,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
chancedomore,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
mjossany,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
leouofa,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
deas,1,5,1,7,0.00028945388469838726,0.07017700599038663,5.799251298586659e-05
DarrenVictoriano,1,1,1,1,7.028227767229504e-05,0.07027712821183055,5.799251298586659e-05
Jeevan00-1,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
somerocketeer,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
gigq,1,1,1,1,0.00013211649626265594,0.07027712821183055,5.799251298586659e-05
olehrstm,1,1,1,1,9.489786034894977e-05,0.07027712821183055,5.799251298586659e-05
mlombardi96,1,3,1,4,0.0017585771859239968,0.07016350002310595,5.799251298586659e-05
benhoman,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
agxb001,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
boydbloemsma,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
ahmedalhulaibi,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
JoshuaEngland,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
johanneserhardt,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
edanidzerda,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
7acini,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
trly,1,2,1,3,0.00013920751467210487,0.07020403352976287,5.799251298586659e-05
fabricioanciaes,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
Sittlon,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
julianZeitler,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
ariejan,1,1,1,1,7.011296181835837e-05,0.07024461389596504,5.799251298586659e-05
mah3uz,1,1,1,1,0.0,0.07016350002310595,5.799251298586659e-05
adamritter,1,1,1,1,0.0,0.07027712821183055,5.799251298586659e-05
BarnardCollier,1,1,1,1,0.00031234206738737824,0.07020403352976287,5.799251298586659e-05
ncrmro,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
jmutawa,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
artfwo,1,1,1,3,0.0,0.0703259155324187,5.799251298586659e-05
thalysguimaraes,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
cristian-fleischer,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
ShrootBuck,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
mitchdenny,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
tom-jagus,1,1,1,2,0.0,0.07027712821183055,5.799251298586659e-05
Xarianne,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
ginohey,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
varo6,1,1,1,2,8.186039863440434e-05,0.07020403352976287,5.799251298586659e-05
bbondier,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
tillebacon,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
glauberdmo,1,1,1,1,0.0,0.07027712821183055,5.799251298586659e-05
TheFocusDevHUN,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
code-sketcher,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
ernanvr,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
jschulenklopper,1,1,1,1,6.01252470817944e-05,0.07027712821183055,5.799251298586659e-05
ssimk0,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
Jairisen,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
afoster,1,1,1,1,0.0,0.07027712821183055,5.799251298586659e-05
Quirinus,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
ljbuza,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
ichts,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
skutaada,1,1,1,1,0.0001337605808908401,0.07027712821183055,5.799251298586659e-05
sleao,1,1,1,1,0.0,0.07027712821183055,5.799251298586659e-05
swombat,1,1,1,3,0.0,0.07019051715827081,5.799251298586659e-05
EstebanForge,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
xulfm,1,1,1,1,4.551229613191054e-05,0.07019051715827081,5.799251298586659e-05
catlee,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
MrMarble,1,3,1,4,0.00021234046973586453,0.07020403352976287,5.799251298586659e-05
KaylonR,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
thehale,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
NikoFresh,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
kaankeskin,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
Beanyy,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
d4n3sh,1,3,1,5,4.060365681694033e-05,0.07019051715827081,5.799251298586659e-05
madcatone,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
gal064,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
rubas,1,2,1,2,0.00022205051026234293,0.07019051715827081,5.799251298586659e-05
parolkar,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
0xProt,1,1,1,2,8.186039863440434e-05,0.07020403352976287,5.799251298586659e-05
jopesh,1,1,1,1,0.00013282238042366988,0.07028524120301881,5.799251298586659e-05
ylluminate,1,0,1,0,0.0,0.07027712821183055,5.799251298586659e-05
Lukibukiboy,1,0,2,0,0.0,0.04791454780234722,5.7911467776598714e-05
lsc,1,0,1,0,0.0,0.03975843626960112,5.737250082202878e-05
EskelinenAntti,1,1,1,1,3.350715954179361e-07,0.03973943166776309,5.737250082202878e-05
m0sys,1,0,1,0,0.0,0.00036603221083455345,5.7217343578485186e-05
SethARhodes,1,0,1,0,0.0,0.05203711003491383,5.711314802029756e-05
Kolczi,1,0,1,0,0.0,0.05203711003491383,5.711314802029756e-05
Xhelliom,1,1,1,1,0.0,0.05203711003491383,5.711314802029756e-05
so-dawg,1,0,1,0,0.0,0.05203711003491383,5.711314802029756e-05
LongDorat,1,0,1,0,0.0,0.05203711003491383,5.711314802029756e-05
MaitreyThanki,1,0,1,0,0.0,0.05203711003491383,5.711314802029756e-05
MuhammedKpln,1,0,1,0,0.0,0.05203711003491383,5.711314802029756e-05
Yugabharathi21,1,0,1,0,0.0,0.05203711003491383,5.711314802029756e-05
alvarikoke99,1,1,1,1,6.2302624620924705e-06,0.05203711003491383,5.711314802029756e-05
sbradl,1,0,1,0,0.0,0.05203711003491383,5.711314802029756e-05
AndriyBarskyi,1,0,1,0,0.0,0.00036603221083455345,5.710626731482934e-05
vicmcorrea,1,0,1,0,0.0,0.054587643820247334,5.701110079469389e-05
Zerodayu,1,0,1,0,0.0,0.054587643820247334,5.701110079469389e-05
fridlundisme,1,0,1,0,0.0,0.00036603221083455345,5.7005288893324025e-05
flx-04,1,0,1,0,0.0,0.05082795498053362,5.6948012051510036e-05
tmohn,1,0,1,0,0.0,0.05082795498053362,5.6948012051510036e-05
bryan-thompsoncodes,1,1,1,1,4.020859145015233e-07,0.05082795498053362,5.6948012051510036e-05
tomasolsinar,1,0,1,0,0.0,0.059005090041204196,5.69112581899725e-05
tadacamp-code,1,0,1,0,0.0,0.059005090041204196,5.69112581899725e-05
Remgr12,1,1,1,1,0.00013389460952900728,0.059005090041204196,5.69112581899725e-05
medrinnn,1,0,1,0,0.0,0.059005090041204196,5.69112581899725e-05
GreenHacker420,1,1,1,1,9.382004671702211e-07,0.055139699991712476,5.6398104909155566e-05
nganaremba-rem,1,0,1,0,0.0,0.055139699991712476,5.6398104909155566e-05
MematiBas42,1,0,1,0,0.0,0.055139699991712476,5.6398104909155566e-05
robinsmith-source,1,1,1,1,6.497043814101433e-06,0.05509589634578488,5.6398104909155566e-05
hid4ri,1,0,1,0,0.0,0.055139699991712476,5.6398104909155566e-05
ltehacker,1,1,1,1,1.594940794189376e-06,0.05508757118767884,5.6398104909155566e-05
iislamgom3a,1,0,1,0,0.0,0.055139699991712476,5.6398104909155566e-05
lukexor,1,0,1,0,0.0,0.055139699991712476,5.6398104909155566e-05
daviewales,1,3,1,5,7.89629967235605e-06,0.05507092841692727,5.6398104909155566e-05
Blitz-Cloud,1,0,1,0,0.0,0.055139699991712476,5.6398104909155566e-05
alexjp,1,1,1,3,0.0,0.0550792485451063,5.6398104909155566e-05
creaumond,0,1,0,1,0.0,0.0,5.488474204171241e-05
danmack,0,1,0,1,0.0,0.0,5.488474204171241e-05
nnutter,0,1,0,1,0.0,0.0,5.488474204171241e-05
rsmirnov90,0,1,0,1,0.0,0.0,5.488474204171241e-05
CinnamonShaey,0,1,0,3,0.0,0.0,5.488474204171241e-05
AR45H,0,1,0,1,0.0,0.0,5.488474204171241e-05
NotGovernor,0,1,0,1,0.0,0.0,5.488474204171241e-05
AstroGlade,0,1,0,1,0.0,0.0,5.488474204171241e-05
artjsalina5,0,1,0,1,0.0,0.0,5.488474204171241e-05
yathxyz,0,1,0,1,0.0,0.0,5.488474204171241e-05
iamsherman1234,0,1,0,1,0.0,0.0,5.488474204171241e-05
jjuel,0,1,0,1,0.0,0.0,5.488474204171241e-05
koncinar,0,1,0,1,0.0,0.0,5.488474204171241e-05
nullraven0,0,1,0,1,0.0,0.0,5.488474204171241e-05
t3msk1,0,1,0,1,0.0,0.0,5.488474204171241e-05
bunkerWHz,0,2,0,4,0.0,0.0,5.488474204171241e-05
tamasczibere,0,2,0,2,0.0,0.0,5.488474204171241e-05
diet-cola-pls,0,1,0,1,0.0,0.0,5.488474204171241e-05
klajo,0,1,0,1,0.0,0.0,5.488474204171241e-05
alcgabriel,0,1,0,1,0.0,0.0,5.488474204171241e-05
Muhammad-Owais-Warsi,0,1,0,1,0.0,0.0,5.488474204171241e-05
sevos,0,1,0,1,0.0,0.0,5.488474204171241e-05
sheikhlimon,0,1,0,1,0.0,0.0,5.488474204171241e-05
somegithubuser245,0,1,0,1,0.0,0.0,5.488474204171241e-05
JanEber,0,1,0,2,0.0,0.0,5.488474204171241e-05
MehrabUd,0,1,0,1,0.0,0.0,5.488474204171241e-05
nvolker,0,1,0,1,0.0,0.0,5.488474204171241e-05
lucashames-ct,0,1,0,1,0.0,0.0,5.488474204171241e-05
glaucomonteiro,0,1,0,1,0.0,0.0,5.488474204171241e-05
rainanDeveloper,0,1,0,1,0.0,0.0,5.488474204171241e-05
grin,0,1,0,5,0.0,0.0,5.488474204171241e-05
vannaxpjf,0,2,0,4,0.0,0.0,5.488474204171241e-05
peeviddy,0,1,0,1,0.0,0.0,5.488474204171241e-05
thasreal,0,1,0,1,0.0,0.0,5.488474204171241e-05
zarmin,0,1,0,1,0.0,0.0,5.488474204171241e-05
willfe,0,1,0,1,0.0,0.0,5.488474204171241e-05
realandsalv,0,1,0,2,0.0,0.0,5.488474204171241e-05
ctrl-alt-adrian,0,1,0,1,0.0,0.0,5.488474204171241e-05
MrTroika,0,1,0,1,0.0,0.0,5.488474204171241e-05
devferrazZz,0,1,0,1,0.0,0.0,5.488474204171241e-05
fsebiufsweijnohfew,0,1,0,1,0.0,0.0,5.488474204171241e-05
florisvdg,0,1,0,1,0.0,0.0,5.488474204171241e-05
TatersShip,0,1,0,1,0.0,0.0,5.488474204171241e-05
GorlikItsMe,0,1,0,1,0.0,0.0,5.488474204171241e-05
kevcube,0,2,0,2,0.0,0.0,5.488474204171241e-05
blost-fyi,0,1,0,1,0.0,0.0,5.488474204171241e-05
gugahoi,0,1,0,1,0.0,0.0,5.488474204171241e-05
dc-shimla,0,1,0,1,0.0,0.0,5.488474204171241e-05
itspers,0,1,0,1,0.0,0.0,5.488474204171241e-05
gbk-tech,0,1,0,1,0.0,0.0,5.488474204171241e-05
phplemos,0,2,0,2,0.0,0.0,5.488474204171241e-05
whud,0,1,0,1,0.0,0.0,5.488474204171241e-05
tassiovirginio,0,1,0,1,0.0,0.0,5.488474204171241e-05
A0D1I2L3,0,3,0,4,0.0,0.0,5.488474204171241e-05
justauser-54,0,1,0,2,0.0,0.0,5.488474204171241e-05
urveeshdadhich,0,1,0,1,0.0,0.0,5.488474204171241e-05
raphaelmso,0,1,0,1,0.0,0.0,5.488474204171241e-05
kskoba,0,1,0,1,0.0,0.0,5.488474204171241e-05
ricardolpd,0,1,0,1,0.0,0.0,5.488474204171241e-05
TC-42-54,0,1,0,1,0.0,0.0,5.488474204171241e-05
maxoux,0,2,0,2,0.0,0.0,5.488474204171241e-05
evrial,0,1,0,1,0.0,0.0,5.488474204171241e-05
fishkingsin,0,1,0,2,0.0,0.0,5.488474204171241e-05
Vladimir-csp,0,3,0,4,0.0,0.0,5.488474204171241e-05
harishkarthiktk,0,1,0,1,0.0,0.0,5.488474204171241e-05
anirbandotdev,0,1,0,1,0.0,0.0,5.488474204171241e-05
pradeep-gox,0,1,0,1,0.0,0.0,5.488474204171241e-05
ckr,0,1,0,1,0.0,0.0,5.488474204171241e-05
hoclun-rigsep,0,1,0,2,0.0,0.0,5.488474204171241e-05
gargar165,0,1,0,3,0.0,0.0,5.488474204171241e-05
hcabel,0,1,0,3,0.0,0.0,5.488474204171241e-05
DervMc,0,1,0,1,0.0,0.0,5.488474204171241e-05
max2000warlord,0,1,0,1,0.0,0.0,5.488474204171241e-05
justleska,0,1,0,1,0.0,0.0,5.488474204171241e-05
tetrus93,0,1,0,1,0.0,0.0,5.488474204171241e-05
osiris-plus,0,1,0,1,0.0,0.0,5.488474204171241e-05
mintplague,0,1,0,1,0.0,0.0,5.488474204171241e-05
ErikReider,0,1,0,1,0.0,0.0,5.488474204171241e-05
AidenDevsNagios,0,1,0,1,0.0,0.0,5.488474204171241e-05
benlinzel,0,1,0,2,0.0,0.0,5.488474204171241e-05
perogycook,0,2,0,2,0.0,0.0,5.488474204171241e-05
almeidapaulooliveira,0,1,0,2,0.0,0.0,5.488474204171241e-05
lovillela,0,1,0,2,0.0,0.0,5.488474204171241e-05
yovko,0,1,0,2,0.0,0.0,5.488474204171241e-05
Bruhmux,0,4,0,6,0.0,0.0,5.488474204171241e-05
jps83,0,1,0,1,0.0,0.0,5.488474204171241e-05
dcalliari,0,1,0,1,0.0,0.0,5.488474204171241e-05
dadoming,0,2,0,3,0.0,0.0,5.488474204171241e-05
Michael-Steshenko,0,1,0,1,0.0,0.0,5.488474204171241e-05
scostadavid,0,1,0,1,0.0,0.0,5.488474204171241e-05
Beethoven-n,0,1,0,2,0.0,0.0,5.488474204171241e-05
neosepulveda,0,1,0,1,0.0,0.0,5.488474204171241e-05
sabari245,0,1,0,1,0.0,0.0,5.488474204171241e-05
wenderjean,0,1,0,1,0.0,0.0,5.488474204171241e-05
mtnstar,0,1,0,2,0.0,0.0,5.488474204171241e-05
herboh,0,3,0,3,0.0,0.0,5.488474204171241e-05
IT-ess,0,1,0,1,0.0,0.0,5.488474204171241e-05
LuizCampedelli,0,1,0,1,0.0,0.0,5.488474204171241e-05
Skedar,0,4,0,5,0.0,0.0,5.488474204171241e-05
alvarosaavedra,0,1,0,1,0.0,0.0,5.488474204171241e-05
cai0baa,0,1,0,2,0.0,0.0,5.488474204171241e-05
EchoTD,0,1,0,1,0.0,0.0,5.488474204171241e-05
richoy,0,1,0,1,0.0,0.0,5.488474204171241e-05
lucasew,0,1,0,1,0.0,0.0,5.488474204171241e-05
matzalazar,0,1,0,1,0.0,0.0,5.488474204171241e-05
berrimi,0,2,0,4,0.0,0.0,5.488474204171241e-05
danidanz,0,1,0,1,0.0,0.0,5.488474204171241e-05
johanns,0,1,0,2,0.0,0.0,5.488474204171241e-05
balupton,0,1,0,3,0.0,0.0,5.488474204171241e-05
paidhi,0,1,0,1,0.0,0.0,5.488474204171241e-05
ArcaneCrowA,0,2,0,3,0.0,0.0,5.488474204171241e-05
NewRedsquare,0,1,0,1,0.0,0.0,5.488474204171241e-05
ITSZXY,0,1,0,1,0.0,0.0,5.488474204171241e-05
gpakosz,0,1,0,2,0.0,0.0,5.488474204171241e-05
alock,0,1,0,1,0.0,0.0,5.488474204171241e-05
AnujCtrl,0,1,0,1,0.0,0.0,5.488474204171241e-05
amheuer,0,1,0,1,0.0,0.0,5.488474204171241e-05
Mrgaton,0,1,0,1,0.0,0.0,5.488474204171241e-05
OsmarBogarin,0,1,0,1,0.0,0.0,5.488474204171241e-05
yooakim,0,1,0,1,0.0,0.0,5.488474204171241e-05
bersace,0,2,0,2,0.0,0.0,5.488474204171241e-05
Maduki-tech,0,1,0,1,0.0,0.0,5.488474204171241e-05
RizaHKhan,0,1,0,4,0.0,0.0,5.488474204171241e-05
Gearhartlove,0,1,0,1,0.0,0.0,5.488474204171241e-05
michapietsch,0,2,0,2,0.0,0.0,5.488474204171241e-05
bnferguson,0,1,0,1,0.0,0.0,5.488474204171241e-05
chgeuer,0,1,0,3,0.0,0.0,5.488474204171241e-05
ThisDevDane,0,1,0,2,0.0,0.0,5.488474204171241e-05
MaxFaucon,0,1,0,1,0.0,0.0,5.488474204171241e-05
JkLondon,0,1,0,1,0.0,0.0,5.488474204171241e-05
davidbeers,0,1,0,1,0.0,0.0,5.488474204171241e-05
evilmastermind,0,2,0,2,0.0,0.0,5.488474204171241e-05
dyoung522,0,1,0,3,0.0,0.0,5.488474204171241e-05
Dimonnnnchik,0,1,0,2,0.0,0.0,5.488474204171241e-05
lennartbrandin,0,1,0,1,0.0,0.0,5.488474204171241e-05
beniaminogreen,0,1,0,1,0.0,0.0,5.488474204171241e-05
CodeShady,0,1,0,1,0.0,0.0,5.488474204171241e-05
jorge-campo,0,1,0,3,0.0,0.0,5.488474204171241e-05
sxndmxn,0,1,0,1,0.0,0.0,5.488474204171241e-05
coopenstein,0,3,0,3,0.0,0.0,5.488474204171241e-05
curtislmartin,0,1,0,1,0.0,0.0,5.488474204171241e-05
MatthewKing,0,1,0,1,0.0,0.0,5.488474204171241e-05
Ismaele-silla,0,1,0,2,0.0,0.0,5.488474204171241e-05
rclabs,0,1,0,1,0.0,0.0,5.488474204171241e-05
cristianuibar,0,1,0,2,0.0,0.0,5.488474204171241e-05
brianmario,0,1,0,1,0.0,0.0,5.488474204171241e-05
apfohl,0,1,0,7,0.0,0.0,5.488474204171241e-05
rshurts,0,1,0,2,0.0,0.0,5.488474204171241e-05
dcunited001,0,9,0,21,0.0,0.0,5.488474204171241e-05
