source,target,tipo_interacao,peso
nicoestrada,MikaelWeiss,comentario,2
syabro,MananDesai54,comentario,2
GorlikItsMe,donovan-duplessis,comentario,2
pixincreate,vyrx-dev,comentario,2
Zesko,syabro,comentario,2
Abdirrahman,sgruendel,comentario,2
evrial,sailoz,comentario,2
maxoux,Danmoreng,comentario,2
TC-42-54,MikaelWeiss,comentario,2
Abdirrahman,sgruendel,comentario,2
ricardolpd,vlofgren,comentario,2
Somnius,MikaelWeiss,comentario,2
bunkerWHz,AnonymousCoderArtist,comentario,2
ryanrhughes,wavic,comentario,2
d4n3sh,nicolaric,comentario,2
JanEber,Danmoreng,comentario,2
ryanrhughes,helioascorreia,comentario,2
ryanrhughes,syabro,comentario,2
ryanrhughes,MikaelWeiss,comentario,2
ryanrhughes,tahayvr,comentario,2
czrcbl,ColtonIdle,comentario,2
kskoba,voidberg,comentario,2
raphaelmso,eifr,comentario,2
CwalkPinoy,nkasco,comentario,2
kyedavey,Devwulf,comentario,2
fisika1729,ColtonIdle,comentario,2
urveeshdadhich,amanat361,comentario,2
justauser-54,JosefAmbruz,comentario,2
Zesko,peregrinus879,comentario,2
A0D1I2L3,itsmedardan,comentario,2
tassiovirginio,erik-brueggemann,comentario,2
whud,wouterbouvy,comentario,2
hjanuschka,erik-brueggemann,comentario,2
phucisstupid,pixincreate,comentario,2
phplemos,alcides,comentario,2
yovko,killeik,comentario,2
mikailbayram,curtisspendlove,comentario,2
Rishabh-Sarang,darshfi,comentario,2
hcabel,thooams,comentario,2
ryanburnette,ryanrhughes,comentario,2
hjanuschka,erik-brueggemann,comentario,2
gargar165,imyarto,comentario,2
hoclun-rigsep,Veltair-D,comentario,2
gargar165,imyarto,comentario,2
gargar165,imyarto,comentario,2
ckr,curtisspendlove,comentario,2
A0D1I2L3,itsmedardan,comentario,2
maxoux,imyarto,comentario,2
pradeep-gox,Manujdixit,comentario,2
anirbandotdev,tjcwilk,comentario,2
harishkarthiktk,Canatulee,comentario,2
Prajwal-Prathiksh,meirdick,comentario,2
Vladimir-csp,woopstar,comentario,2
fishkingsin,jondkinney,comentario,2
danidanz,wouterbouvy,comentario,2
pelephant2,darshfi,comentario,2
pelephant2,Canatulee,comentario,2
pelephant2,AnonymousCoderArtist,comentario,2
pelephant2,JumpIn-Git,comentario,2
landsman,dhh,comentario,2
colutti,davidbasilefilho,comentario,2
hjanuschka,erik-brueggemann,comentario,2
dwilliam62,Veltair-D,comentario,2
Beethoven-n,martinmose,comentario,2
dwilliam62,Veltair-D,comentario,2
Beethoven-n,martinmose,comentario,2
scostadavid,alcides,comentario,2
alexjp,woopstar,comentario,2
Michael-Steshenko,curtisspendlove,comentario,2
antonavy,alcides,comentario,2
dadoming,HamzaHeikal2011,comentario,2
dadoming,ankur3-101106,comentario,2
dcalliari,landsman,comentario,2
HemalR,tjcwilk,comentario,2
jps83,amanat361,comentario,2
raybarrera,phantom-kali,comentario,2
SOBANEJAZ,Mawn19,comentario,2
Bruhmux,Luquatic,comentario,2
pelephant2,JumpIn-Git,comentario,2
fishkingsin,jondkinney,comentario,2
ArcaneCrowA,antonavy,comentario,2
pelephant2,AnonymousCoderArtist,comentario,2
Vladimir-csp,woopstar,comentario,2
paidhi,trevorputbrese,comentario,2
phantom-kali,raybarrera,comentario,2
justauser-54,JosefAmbruz,comentario,2
philippeback,euandeas,comentario,2
ericjim,syabro,comentario,2
woopstar,0xMarius,comentario,2
woopstar,colutti,comentario,2
jamesmcm,kromsam,comentario,2
Doc-4,kromsam,comentario,2
Doc-4,Veltair-D,comentario,2
dadoming,ankur3-101106,comentario,2
abenz1267,skoom21,comentario,2
Furyfree,kromsam,comentario,2
jamesmcm,kromsam,comentario,2
Furyfree,kromsam,comentario,2
ArcaneCrowA,skoom21,comentario,2
landsman,oliverperboni,comentario,2
landsman,matheorism,comentario,2
ryanrhughes,e-minguez,comentario,2
ryanrhughes,KiskaLE,comentario,2
ryanrhughes,shawnyeager,comentario,2
ryanrhughes,Rakura-cloud,comentario,2
ryanrhughes,zxcfilatov,comentario,2
ryanrhughes,tjcwilk,comentario,2
ryanrhughes,wouterbouvy,comentario,2
ryanrhughes,gapf2010,comentario,2
ryanrhughes,alcides,comentario,2
ryanrhughes,jpumfrey,comentario,2
ryanrhughes,mrios69,comentario,2
ryanrhughes,JPHultra,comentario,2
ryanrhughes,wintermeyer,comentario,2
ryanrhughes,socket72,comentario,2
ryanrhughes,meceo,comentario,2
ryanrhughes,tekumara,comentario,2
ryanrhughes,EfeDevirgen,comentario,2
ryanrhughes,coolaj86,comentario,2
ryanrhughes,rulonder,comentario,2
ariejan,matheorism,comentario,2
artfwo,antonavy,comentario,2
vaqMAD,skoom21,comentario,2
balupton,nilszeilon,comentario,2
ryanrhughes,antonavy,comentario,2
woopstar,colutti,comentario,2
vaqMAD,landsman,comentario,2
artfwo,antonavy,comentario,2
abenz1267,landsman,comentario,2
abenz1267,colutti,comentario,2
ryanrhughes,shawnyeager,comentario,2
dhh,rubas,comentario,2
vaqMAD,colutti,comentario,2
dhh,flaviolivolsi,comentario,2
dhh,flaviolivolsi,comentario,2
johanns,helioascorreia,comentario,2
mtnstar,JosefAmbruz,comentario,2
dhh,phucisstupid,comentario,2
dhh,cristian-fleischer,comentario,2
dhh,vyrx-dev,comentario,2
dhh,ludagoo,comentario,2
dhh,eifr,comentario,2
dhh,thooams,comentario,2
dhh,pixincreate,comentario,2
dhh,ShrootBuck,comentario,2
dhh,ericjim,comentario,2
dhh,0xMarius,comentario,2
dhh,Somnius,comentario,2
iamobservable,colutti,comentario,2
dinvlad,nilszeilon,comentario,2
MarsDude-eu,ankur3-101106,comentario,2
hjanuschka,erik-brueggemann,comentario,2
johanns,helioascorreia,comentario,2
dhh,erik-brueggemann,comentario,2
hjanuschka,erik-brueggemann,comentario,2
iamobservable,colutti,comentario,2
dhh,tahayvr,comentario,2
victoralensai,colutti,comentario,2
victoralensai,davidbasilefilho,comentario,2
vaqMAD,colutti,comentario,2
davidbeers,steffenkrogmann,comentario,2
JkLondon,ludagoo,comentario,2
vaqMAD,davidbasilefilho,comentario,2
artfwo,antonavy,comentario,2
Woosah,ryanrhughes,comentario,2
dharmavagabond,Kolczi,comentario,2
cluah,flaviolivolsi,comentario,2
iamobservable,goomba27,comentario,2
iamobservable,flaviolivolsi,comentario,2
iamobservable,davidbasilefilho,comentario,2
iamobservable,flaviolivolsi,comentario,2
Furyfree,kromsam,comentario,2
Mrgaton,colutti,comentario,2
amheuer,Furyfree,comentario,2
ArcaneCrowA,skoom21,comentario,2
AnujCtrl,CaffeinatedTech,comentario,2
Woosah,ryanrhughes,comentario,2
alock,meceo,comentario,2
woopstar,Furyfree,comentario,2
woopstar,CaffeinatedTech,comentario,2
woopstar,Furyfree,comentario,2
vlofgren,colutti,comentario,2
woopstar,peregrinus879,comentario,2
vlofgren,CaffeinatedTech,comentario,2
gpakosz,jpumfrey,comentario,2
woopstar,Furyfree,comentario,2
LazyStability,ashd90,comentario,2
ITSZXY,ashd90,comentario,2
NewRedsquare,Furyfree,comentario,2
woopstar,Furyfree,comentario,2
Xhelliom,ashd90,comentario,2
dhh,WojtekMatula,comentario,2
dhh,CaffeinatedTech,comentario,2
dhh,CaffeinatedTech,comentario,2
dhh,Furyfree,comentario,2
vaqMAD,ashd90,comentario,2
vaqMAD,weholt,comentario,2
davidwinter,ludagoo,comentario,2
Furyfree,kromsam,comentario,2
vaqMAD,maxdmayhew,comentario,2
hcabel,thooams,comentario,2
Woosah,riegojerey,comentario,2
skoom21,nskrdev,comentario,2
coopenstein,jpumfrey,comentario,2
gpakosz,jpumfrey,comentario,2
woopstar,skoom21,comentario,2
sxndmxn,davidbasilefilho,comentario,2
LazyStability,ashd90,comentario,2
abenz1267,Woosah,comentario,2
jorge-campo,jondkinney,comentario,2
CodeShady,grumpydumpty,comentario,2
OmarSkalli,adecora,comentario,2
beniaminogreen,Kro0noss,comentario,2
vaxerski,CaffeinatedTech,comentario,2
lennartbrandin,paul-fornage,comentario,2
dhh,devzeth,comentario,2
dhh,Woosah,comentario,2
Dimonnnnchik,oliverperboni,comentario,2
crestanigui,wavic,comentario,2
xulqarnaen,nskrdev,comentario,2
dyoung522,kromsam,comentario,2
evilmastermind,adecora,comentario,2
joelgaff,crazed-developer,comentario,2
med502,kromsam,comentario,2
dharmavagabond,deanandreakis,comentario,2
med502,kromsam,comentario,2
Woosah,andresatierf,comentario,2
hoclun-rigsep,Veltair-D,comentario,2
dwilliam62,Veltair-D,comentario,2
dharmavagabond,Xhelliom,comentario,2
joelgaff,crazed-developer,comentario,2
dwilliam62,Veltair-D,comentario,2
victoralensai,davidbasilefilho,comentario,2
andrewhoyer,alexpotato,comentario,2
kyedavey,deanandreakis,comentario,2
andrewhoyer,alexpotato,comentario,2
ReiLoko4,Ryaja2,comentario,2
joelgaff,crazed-developer,comentario,2
chrisrharris,nkasco,comentario,2
andrrms,goomba27,comentario,2
jaggy,crazed-developer,comentario,2
eduardoborges,helioascorreia,comentario,2
terenceponce,goomba27,comentario,2
bartdorsey,crestanigui,comentario,2
ColtonIdle,paul-fornage,comentario,2
Kylar13,jondkinney,comentario,2
JohanS57,Salt-555,comentario,2
coopenstein,crazed-developer,comentario,2
coopenstein,meceo,comentario,2
jaggy,crazed-developer,comentario,2
joelgaff,crazed-developer,comentario,2
syahrulrasyid,goomba27,comentario,2
cluah,flaviolivolsi,comentario,2
kyedavey,gangaasoonu,comentario,2
wey-gu,kromsam,comentario,2
dhh,e-minguez,comentario,2
abenz1267,andresatierf,comentario,2
imanubdesigner,nkasco,comentario,2
jorge-campo,jondkinney,comentario,2
dcunited001,AnubhavPabby,comentario,2
Kylar13,jondkinney,comentario,2
dcunited001,btbishop93,comentario,2
dcunited001,btbishop93,comentario,2
llevering,naxels,comentario,2
kyedavey,gangaasoonu,comentario,2
bersace,abuturabofficial,comentario,2
LazyStability,Salt-555,comentario,2
blue-3,ngodn,comentario,2
LazyStability,ashd90,comentario,2
tute,nkasco,comentario,2
OthinusG,AnubhavPabby,comentario,2
Woosah,andresatierf,comentario,2
abenz1267,andresatierf,comentario,2
Vladimir-csp,gangaasoonu,comentario,2
Woosah,andresatierf,comentario,2
cvuorinen,nskrdev,comentario,2
caleb,helioascorreia,comentario,2
chrisrharris,nkasco,comentario,2
victoralensai,flaviolivolsi,comentario,2
naxels,riegojerey,comentario,2
peterszarvas94,h14h,comentario,2
imanubdesigner,nkasco,comentario,2
bastnic,nkasco,comentario,2
imanubdesigner,nkasco,comentario,2
bastnic,nkasco,comentario,2
rCirelli,sspaeti,comentario,2
imanubdesigner,nkasco,comentario,2
subzelo,sspaeti,comentario,2
DonMilon,crazed-developer,comentario,2
jonh-favo,nkasco,comentario,2
biemster,Ryaja2,comentario,2
imanubdesigner,nkasco,comentario,2
davidwinter,ludagoo,comentario,2
joelgaff,crazed-developer,comentario,2
abenz1267,Lukibukiboy,comentario,2
cluah,flaviolivolsi,comentario,2
Abdirrahman,sgruendel,comentario,2
dragonovs,AnubhavPabby,comentario,2
Michallote,itsmedardan,comentario,2
abenz1267,YannickHerrero,comentario,2
sgruendel,Michallote,comentario,2
abenz1267,YannickHerrero,comentario,2
dragonovs,Kurizek27,comentario,2
ctarx,Matthew-act546,comentario,2
llevering,naxels,comentario,2
llevering,naxels,comentario,2
colutti,Abdirrahman,comentario,2
brunny-eth,flaviolivolsi,comentario,2
dcunited001,AnubhavPabby,comentario,2
dcunited001,matasuge200,comentario,2
dcunited001,matasuge200,comentario,2
Michallote,gangaasoonu,comentario,2
dcunited001,Zalmez,comentario,2
Michallote,babu-fr1k,comentario,2
dcunited001,AndriyBarskyi,comentario,2
dharmavagabond,gangaasoonu,comentario,2
dharmavagabond,Matthew-act546,comentario,2
dcunited001,Ryaja2,comentario,2
dcunited001,Ryaja2,comentario,2
dcunited001,Ryaja2,comentario,2
joel-sgc,kromsam,comentario,2
Doc-4,kromsam,comentario,2
joel-sgc,kromsam,comentario,2
bscott,goomba27,comentario,2
dharmavagabond,LongDorat,comentario,2
henry-cecil,wavic,comentario,2
martinblaha,goomba27,comentario,2
fldc,rajofearth,comentario,2
rez1coder,MulSori,comentario,2
Furyfree,kromsam,comentario,2
abenz1267,rafaelvzago,comentario,2
Furyfree,kromsam,comentario,2
joel-sgc,kromsam,comentario,2
sspaeti,michaelshmitty,comentario,2
Furyfree,kromsam,comentario,2
Kylar13,jondkinney,comentario,2
woopstar,vladkhard,comentario,2
aquaspy,Salt-555,comentario,2
mescalas,goomba27,comentario,2
siebertm,goomba27,comentario,2
l-konrad,KiskaLE,comentario,2
erik-brueggemann,ameeno,comentario,2
nicoestrada,minh-cong,comentario,2
TheoAndersen,helioascorreia,comentario,2
nicoestrada,minh-cong,comentario,2
nicoestrada,minh-cong,comentario,2
akthe-at,Davilonchi,comentario,2
abenz1267,Lukibukiboy,comentario,2
voody77,xulqarnaen,comentario,2
moisesmata,goomba27,comentario,2
vaqMAD,infogulch,comentario,2
CAVALICIOUSDEV,oliverperboni,comentario,2
CAVALICIOUSDEV,oliverperboni,comentario,2
realandsalv,JosefAmbruz,comentario,2
vaqMAD,semakusut,comentario,2
vaqMAD,nqst,comentario,2
landsman,oliverperboni,comentario,2
SushantChandla,wavic,comentario,2
CAVALICIOUSDEV,oliverperboni,comentario,2
Absolpega,matthriscu,comentario,2
Dimonnnnchik,oliverperboni,comentario,2
juanjesus0714,AnubhavPabby,comentario,2
voody77,crazed-developer,comentario,2
Prajwal-Prathiksh,peregrinus879,comentario,2
Prajwal-Prathiksh,killeik,comentario,2
bscott,goomba27,comentario,2
dharmavagabond,minh-cong,comentario,2
dharmavagabond,semakusut,comentario,2
stephen-palmer,feiwhang,comentario,2
dharmavagabond,ameeno,comentario,2
dharmavagabond,gangaasoonu,comentario,2
dharmavagabond,sashi12222,comentario,2
CAVALICIOUSDEV,oliverperboni,comentario,2
cluah,flaviolivolsi,comentario,2
meestree,AnubhavPabby,comentario,2
cns-studios,LazyStability,comentario,2
woopstar,impost0r,comentario,2
woopstar,rafaelvzago,comentario,2
woopstar,Acharab,comentario,2
g012,crestanigui,comentario,2
bastnic,nkasco,comentario,2
dpan,itsnumpty,comentario,2
crestanigui,wavic,comentario,2
aloshbennett,coryellcp,comentario,2
g012,crestanigui,comentario,2
SushantChandla,wavic,comentario,2
cebms,Tatuck,comentario,2
mathieucollet,Tatuck,comentario,2
BasitAli,Tatuck,comentario,2
Lucashdml,goomba27,comentario,2
robindegen,Tatuck,comentario,2
ih8d8,Tatuck,comentario,2
michal-samluk,ryanrhughes,comentario,2
felipe-linares,pmercatoris,comentario,2
NicolasDorier,dharmavagabond,comentario,2
Rishabh-Sarang,dharmavagabond,comentario,2
ryanrhughes,wavic,comentario,2
BasitAli,Tatuck,comentario,2
dharmavagabond,ameeno,comentario,2
dharmavagabond,ashd90,comentario,2
crestanigui,wavic,comentario,2
jelenv,minh-cong,comentario,2
SushantChandla,wavic,comentario,2
jelenv,al3rez,comentario,2
daltonwillard,Tatuck,comentario,2
jelenv,minh-cong,comentario,2
Admix-software,al3rez,comentario,2
daltonwillard,Tatuck,comentario,2
andresantoniuk,Tatuck,comentario,2
hffmnn,michaelshmitty,comentario,2
daltonwillard,Tatuck,comentario,2
sgruendel,gangaasoonu,comentario,2
Glue415,Tatuck,comentario,2
roee1454,guruswarupa,comentario,2
gab3-dev,Abdirrahman,comentario,2
h14h,Abdirrahman,comentario,2
alexhraber,Furyfree,comentario,2
alexhraber,ElBrodino,comentario,2
NicolasDorier,dharmavagabond,comentario,2
mhbidhan,Tatuck,comentario,2
cluah,gangaasoonu,comentario,2
Jos620,cluah,comentario,2
dz0ny,matasuge200,comentario,2
mithrandir-gandalf,skoom21,comentario,2
rogervn,Tatuck,comentario,2
morgoth,oluwatimio,comentario,2
krzysztofplazio,Tatuck,comentario,2
mmaadd,itsnumpty,comentario,2
d3vw,Ratko-Solaja,comentario,2
d3vw,matheorism,comentario,2
dhh,vaqMAD,comentario,2
dhh,ocewers,comentario,2
dhh,cakePhone,comentario,2
dhh,guirossibrum,comentario,2
dhh,alexhraber,comentario,2
dhh,alexhraber,comentario,2
dhh,Tatuck,comentario,2
dhh,RenzoRichter,comentario,2
dhh,sashi12222,comentario,2
dhh,impost0r,comentario,2
dhh,Furyfree,comentario,2
hjanuschka,Tatuck,comentario,2
hjanuschka,Tatuck,comentario,2
sgruendel,ocewers,comentario,2
mkccl,AnubhavPabby,comentario,2
wardakla,EhsanulHaqueSiam,comentario,2
SirMaxwellSmart,Tatuck,comentario,2
dragonovs,AnubhavPabby,comentario,2
Docfips,jimd0t,comentario,2
mitchellh,Furyfree,comentario,2
BBennettChiba,eshedruf,comentario,2
hjanuschka,Tatuck,comentario,2
hjanuschka,Tatuck,comentario,2
dhh,ColtonIdle,comentario,2
dhh,Furyfree,comentario,2
dhh,EhsanulHaqueSiam,comentario,2
eclecticc,ColtonIdle,comentario,2
dhh,TAnomaly,comentario,2
dhh,ludagoo,comentario,2
dhh,ludagoo,comentario,2
dhh,paul-fornage,comentario,2
dhh,CaffeinatedTech,comentario,2
dhh,thooams,comentario,2
dhh,ocewers,comentario,2
dhh,the-name-romel,comentario,2
dhh,ludagoo,comentario,2
sgruendel,ocewers,comentario,2
morgoth,alansikora,comentario,2
cluah,ColtonIdle,comentario,2
hjanuschka,Tatuck,comentario,2
hjanuschka,Tatuck,comentario,2
cluah,d3vw,comentario,2
iamobservable,jimd0t,comentario,2
ThinkRamen,maxdmayhew,comentario,2
OmarSkalli,ludagoo,comentario,2
abdullahdevrel,alexhraber,comentario,2
luiswitz,sauryagur,comentario,2
ADGLx,ablzh,comentario,2
RecklezzNexus,nunix,comentario,2
Thundernirmal,scossar,comentario,2
meeeller,gasper008,comentario,2
nabeeladzan,cakePhone,comentario,2
dhh,cakePhone,comentario,2
dhh,cakePhone,comentario,2
dhh,CaffeinatedTech,comentario,2
voody77,gammons,comentario,2
dhh,alansikora,comentario,2
MrTrigger,pedrodrocha,comentario,2
abenz1267,Furyfree,comentario,2
Gopal-G0,ColtonIdle,comentario,2
tonimarmol,morgoth,comentario,2
SushantChandla,babu-fr1k,comentario,2
miguelcsilva,cluah,comentario,2
LukasKorotaj,molhamfetnah,comentario,2
Shashwat-Chauhan,zsolt-donca,comentario,2
dhh,nqst,comentario,2
RichardBieringa,xulqarnaen,comentario,2
g012,gammons,comentario,2
dhh,abenz1267,comentario,2
dhh,justinhhorner,comentario,2
guirossibrum,goomba27,comentario,2
dhh,wey-gu,comentario,2
NixBiks,shawntz,comentario,2
NixBiks,shawntz,comentario,2
leecrosdale,crazed-developer,comentario,2
Mrid22,guirossibrum,comentario,2
View-my-Git-Lab-krafi,Rakura-cloud,comentario,2
View-my-Git-Lab-krafi,Rakura-cloud,comentario,2
dhh,atcriteria,comentario,2
dhh,terrablue,comentario,2
dhh,NicolasDorier,comentario,2
dhh,morgoth,comentario,2
dhh,hyprhex,comentario,2
dhh,joaofelipegalvao,comentario,2
dhh,tahayvr,comentario,2
dhh,rafaelvzago,comentario,2
dhh,samuelpecher,comentario,2
dhh,nicoestrada,comentario,2
dhh,YannickHerrero,comentario,2
dhh,andrepadez,comentario,2
cluah,guirossibrum,comentario,2
ryanrhughes,jpumfrey,comentario,2
ryanrhughes,LazyStability,comentario,2
ryanrhughes,AnubhavPabby,comentario,2
ryanrhughes,molhamfetnah,comentario,2
ryanrhughes,infogulch,comentario,2
ryanrhughes,edmooredop,comentario,2
ryanrhughes,ameeno,comentario,2
ryanrhughes,dl-alexandre,comentario,2
benlinzel,ryanrhughes,comentario,2
Tharun-tharun,vikramsingh117,comentario,2
dhh,joaofelipegalvao,comentario,2
bilke,bcavaco,comentario,2
dhh,hyprhex,comentario,2
antonavy,Furyfree,comentario,2
sgruendel,bcavaco,comentario,2
alexhraber,c0mpile,comentario,2
dhh,c0mpile,comentario,2
alexhraber,c0mpile,comentario,2
MGross21,seanpk,comentario,2
dhh,c0mpile,comentario,2
morgoth,Zalmez,comentario,2
sspaeti,michaelshmitty,comentario,2
mikailbayram,Manujdixit,comentario,2
bigburlyman496,goomba27,comentario,2
RushiChaganti,nskrdev,comentario,2
ganeshksp,wavic,comentario,2
RushiChaganti,nskrdev,comentario,2
flavorjones,samuelpecher,comentario,2
abenz1267,nskrdev,comentario,2
h14h,Abdirrahman,comentario,2
fitzzz,Tatuck,comentario,2
guilhermetk,harshvsri,comentario,2
maxwell-mutuku-dev,cluah,comentario,2
dhh,samuelpecher,comentario,2
VDuda,ocewers,comentario,2
dharmavagabond,AlwaysRead,comentario,2
hjanuschka,Tatuck,comentario,2
iamobservable,rplankenhorn,comentario,2
mrlarsendk,tekumara,comentario,2
dhh,dubu-heart,comentario,2
dhh,kvidaxl,comentario,2
dhh,vikramsingh117,comentario,2
dhh,View-my-Git-Lab-krafi,comentario,2
dhh,JAMSHEDD2,comentario,2
dhh,zsolt-donca,comentario,2
dhh,kshatriya-abhay,comentario,2
dhh,Furyfree,comentario,2
dhh,RushiChaganti,comentario,2
dhh,harshvsri,comentario,2
dhh,thooams,comentario,2
dhh,jmargeta,comentario,2
dhh,j-c-m,comentario,2
dhh,Shreyas-ITB,comentario,2
dhh,adelplace,comentario,2
dhh,adriandersen,comentario,2
dhh,sarrietav-dev,comentario,2
dhh,mirzap,comentario,2
woopstar,andrepadez,comentario,2
nicoestrada,mikemayuare,comentario,2
dhh,cevdetta,comentario,2
woopstar,cevdetta,comentario,2
dhh,vyrx-dev,comentario,2
woopstar,andrepadez,comentario,2
woopstar,andrepadez,comentario,2
iamobservable,adamavenir,comentario,2
woopstar,andrepadez,comentario,2
iamobservable,adamavenir,comentario,2
mitchellh,mirzap,comentario,2
mitchellh,mirzap,comentario,2
iamobservable,adamavenir,comentario,2
bcorcoran,adamavenir,comentario,2
ASBecker,goomba27,comentario,2
danrasmuson,xulqarnaen,comentario,2
Parkertg,colutti,comentario,2
dhh,pkrzysiekk,comentario,2
dhh,RushiChaganti,comentario,2
dhh,cevdetta,comentario,2
dhh,andrepadez,comentario,2
dhh,tahayvr,comentario,2
dhh,AlwaysRead,comentario,2
ludo237,abenz1267,comentario,2
prathamngundikere,Luquatic,comentario,2
prathamngundikere,Luquatic,comentario,2
Zesko,JosefAmbruz,comentario,2
abenz1267,prathamngundikere,comentario,2
2disbetter,prathamngundikere,comentario,2
sspaeti,Manujdixit,comentario,2
mikailbayram,Manujdixit,comentario,2
krax0x,naxels,comentario,2
Gallardo7761,pkrzysiekk,comentario,2
philippeback,naxels,comentario,2
dhh,miharekar,comentario,2
dhh,prathamngundikere,comentario,2
dhh,abenz1267,comentario,2
Luquatic,tuntaukA,comentario,2
dhh,jondkinney,comentario,2
dhh,d0ctr,comentario,2
vaxerski,pkrzysiekk,comentario,2
dhh,pkrzysiekk,comentario,2
sudhir-b,ocewers,comentario,2
dhh,samuelpecher,comentario,2
dhh,d0ctr,comentario,2
adopon,goomba27,comentario,2
dhh,Sergiogd112,comentario,2
dhh,jonashan,comentario,2
sntsntsntsnt,Luquatic,comentario,2
ven0mus,Salt-555,comentario,2
dhh,miharekar,comentario,2
ChrisCampaDev,euandeas,comentario,2
dhh,ryanyogan,comentario,2
dhh,shayne,comentario,2
dhh,tahayvr,comentario,2
dhh,pilgren,comentario,2
dhh,rsd,comentario,2
dhh,mihailo-obradovic,comentario,2
dhh,JustinMissmahl,comentario,2
dhh,RaphaelKimmig,comentario,2
dhh,clauzf,comentario,2
dhh,RolfKoenders,comentario,2
dhh,darcy,comentario,2
dhh,darcy,comentario,2
dhh,pikdum,comentario,2
dhh,ImToon,comentario,2
dhh,JamesShelley,comentario,2
ferrao,KunalGautam,comentario,2
ferrao,bcavaco,comentario,2
ferrao,amwilliams42,comentario,2
BernhardRode,Luquatic,comentario,2
BernhardRode,Mateleo,comentario,2
3bit,sspaeti,comentario,2
dhh,ahowardm,comentario,2
sspaeti,hoblin,comentario,2
dhh,koenvaneijk,comentario,2
dhh,patcito,comentario,2
dhh,iqre8,comentario,2
dhh,crqch,comentario,2
dhh,skutaada,comentario,2
vaxerski,pkrzysiekk,comentario,2
woopstar,r3ap3r2004,comentario,2
sntsntsntsnt,Luquatic,comentario,2
lavavex,ElBrodino,comentario,2
gabriel-curtino,mfornasa,comentario,2
ryanrhughes,rplankenhorn,comentario,2
ryanrhughes,melonamin,comentario,2
dbrw,wouterbouvy,comentario,2
vcavallo,fpigeonjr,comentario,2
ryanrhughes,bvdwalt,comentario,2
ryanrhughes,Prajwal-Prathiksh,comentario,2
ryanrhughes,SvenSchneiderDVAG,comentario,2
tlxq,helioascorreia,comentario,2
bscott,goomba27,comentario,2
heheda123123,ankur3-101106,comentario,2
woopstar,tamayotchi,comentario,2
dhh,alexhraber,comentario,2
dhh,alexhraber,comentario,2
Luquatic,mmsbrggr,comentario,2
heheda123123,ankur3-101106,comentario,2
sedubois,thmatosbr,comentario,2
dhh,tahayvr,comentario,2
dhh,tahayvr,comentario,2
OhmPatil,Tharun-tharun,comentario,2
hcabel,thooams,comentario,2
dhh,thooams,comentario,2
dhh,wintermeyer,comentario,2
dhh,jpow18,comentario,2
dhh,eifr,comentario,2
zhydzhy,lavavex,comentario,2
dhh,tarekbecker,comentario,2
dhh,abenz1267,comentario,2
rez1coder,tamayotchi,comentario,2
woopstar,tamayotchi,comentario,2
jankeesvw,helioascorreia,comentario,2
Sarniva,mmsbrggr,comentario,2
jankeesvw,helioascorreia,comentario,2
biemster,mtalha-codes,comentario,2
luski,gabriel-curtino,comentario,2
davegudge,mmsbrggr,comentario,2
xulqarnaen,mmsbrggr,comentario,2
xulqarnaen,ryukamish,comentario,2
biemster,seanpk,comentario,2
c0d3h01,Luquatic,comentario,2
c0d3h01,Luquatic,comentario,2
TravonteD,mmsbrggr,comentario,2
davegudge,mmsbrggr,comentario,2
Xoorgh,satyapraneet63,comentario,2
pedro757,jpow18,comentario,2
Thawab8,naxels,comentario,2
Luquatic,mmsbrggr,comentario,2
maietta,TobbEEEEH,comentario,2
Sarniva,mmsbrggr,comentario,2
JAMSHEDD2,Sabadon,comentario,2
BernhardRode,CGCM070,comentario,2
BernhardRode,Luquatic,comentario,2
abenz1267,hoblin,comentario,2
caiohenrqq,heheda123123,comentario,2
BernhardRode,Luquatic,comentario,2
nightdevil00,ryanrhughes,comentario,2
BernhardRode,Luquatic,comentario,2
BernhardRode,CGCM070,comentario,2
iamobservable,rplankenhorn,comentario,2
adelplace,TobbEEEEH,comentario,2
BernhardRode,Luquatic,comentario,2
HegewaldK,Phrozenn1,comentario,2
vaqMAD,hoblin,comentario,2
BernhardRode,Luquatic,comentario,2
BernhardRode,Luquatic,comentario,2
BernhardRode,Luquatic,comentario,2
jon-munoz,mmsbrggr,comentario,2
kyedavey,Phrozenn1,comentario,2
naillizard,amanat361,comentario,2
milindmadhukar,Reflux0301,comentario,2
ryanrhughes,Phrozenn1,comentario,2
ryanrhughes,Travcort,comentario,2
kroaton,Luquatic,comentario,2
khanalpride,TobbEEEEH,comentario,2
ryanrhughes,sa-dd,comentario,2
ryanrhughes,helioascorreia,comentario,2
71be7,TobbEEEEH,comentario,2
Mrid22,elton-cs,comentario,2
Keva1z,Abdirrahman,comentario,2
mmsbrggr,ghost,comentario,2
smsanagustin,Tatuck,comentario,2
Xoorgh,satyapraneet63,comentario,2
BeelinkOfficial,ocewers,comentario,2
Sarniva,mmsbrggr,comentario,2
SaadAhmedGit,Luquatic,comentario,2
sgruendel,budnik,comentario,2
sgruendel,tarekbecker,comentario,2
kroaton,lavavex,comentario,2
sedubois,mmsbrggr,comentario,2
sgruendel,tarekbecker,comentario,2
kroaton,Luquatic,comentario,2
guirossibrum,mmsbrggr,comentario,2
dhh,shelldandy,comentario,2
