colaborador,in_degree,out_degree,in_degree_weighted,out_degree_weighted,betweenness,closeness,pagerank
joaocarvalhoopen,2,0,2,0,0.0,0.05874434429451208,0.00018102201366026566
ashutoshbw,5,0,8,0,0.0,0.05046942883199861,0.0001808306554931708
RaphaelKimmig,4,1,19,1,0.0003608045423392909,0.053120103111544706,0.00018068491968625675
AdamMusa,4,1,9,1,0.0001806899940901712,0.04623100871833085,0.0001802437763582344
denisu14,4,1,10,2,2.877229205257503e-07,0.04711892990956603,0.0001793693946661242
hegjon,4,4,5,7,0.0006210849573436503,0.05685518153303902,0.000179203849493745
djmiky43,4,0,5,0,0.0,0.057093325463439905,0.00017888648786622177
mikailbayram,6,3,8,4,0.0005726756983314902,0.05907387090505177,0.00017771411582407625
kjamal-hub,3,3,6,4,0.00036458946885334993,0.0005688282138794084,0.00017769143290371497
Jerbear0,3,0,4,0,0.0,0.0008532423208191125,0.00017769143290371497
kira-coding,3,0,4,0,0.0,0.0008532423208191125,0.00017769143290371497
atorrez007,3,1,6,1,3.3487865203620296e-05,0.04107008788876696,0.00017758175251086342
ih8d8,2,1,4,1,2.671712833453396e-06,0.05779959671385922,0.00017685834211219798
MananDesai54,5,1,9,1,3.877066354084486e-05,0.06255963148083306,0.00017653834136512346
cstrickjacke,2,0,2,0,0.0,0.07140169394181449,0.00017589047304791301
wltechblog,3,1,4,1,0.00013479818826631402,0.06178766555710052,0.00017530899124209844
adecora,4,0,6,0,0.0,0.050083067248325244,0.00017470365222511643
justpurv,2,1,2,1,6.341045989516197e-05,0.06292972350213935,0.00017467357103852584
richecr,2,0,3,0,0.0,0.05723205545413657,0.0001745638396650383
xulqarnaen,4,3,4,3,0.000988581479036127,0.0507847064214385,0.0001736140082237137
zaborowskimichal,5,0,11,0,0.0,0.05317185561885941,0.00017340922226052896
mathieucollet,1,1,2,1,2.671712833453396e-06,0.04592646971402582,0.0001732372500779886
stoicz,3,1,12,1,0.00018463419579237844,0.045917252564979305,0.00017176542754096893
MrJack91,4,0,11,0,0.0,0.055416504450897734,0.0001715770066514222
ammarove,3,0,5,0,0.0,0.046418112688973674,0.00017156766389034997
ramlev,4,0,4,0,0.0,0.06759590640363508,0.0001714466339625179
ZacAmnell,3,0,5,0,0.0,0.03845262118339781,0.00017066206402194261
PhilIsHere,4,0,8,0,0.0,0.04366048076528956,0.0001704739355563817
jarvis1704,4,0,4,0,0.0,0.05356215552461287,0.00017043186333758618
JordanAnthonyKing,7,4,22,7,0.00046182492882900823,0.03859850547434516,0.00017036274396842584
mcolinp,2,0,3,0,0.0,0.056918013307462094,0.00017028952137584133
luposlip,3,5,3,7,0.0005423577051910394,0.0011376564277588168,0.0001696360879454132
pipetogrep,3,3,22,3,0.00048405603198692945,0.06266967174275058,0.0001685451046360308
BenMerSci,4,0,4,0,0.0,0.0677126747090544,0.0001680231123552397
valbertoenoc,3,0,8,0,0.0,0.048064437525767806,0.00016753589074529476
NvmN1G,2,0,2,0,0.0,0.05393525979928618,0.00016727281781871056
ameeno,6,0,8,0,0.0,0.0703482406297729,0.00016569221932843028
evanh1393,5,1,6,1,3.022285789415307e-05,0.05693743925057044,0.00016557647799657766
pheonick,3,0,4,0,0.0,0.05336746545239009,0.00016555357526983657
gabriel-curtino,4,1,6,1,0.00041340512392205837,0.053239531639497434,0.00016555357526983657
KiskaLE,3,0,6,0,0.0,0.05335039878611174,0.00016555357526983657
richvote,3,0,5,0,0.0,0.057128064300101845,0.00016553536700428085
genebean,3,0,4,0,0.0,0.06773335003287723,0.00016538548506116034
lukehsiao,3,11,11,18,0.0008032896089428276,0.05020786968334856,0.0001653033735611322
fcoelhomrc,5,0,6,0,0.0,0.05885577597607035,0.0001649804224609771
4A616D6573,2,0,2,0,0.0,0.0548147305578721,0.00016408456145803306
nuelle16,3,0,6,0,0.0,0.04898743121543721,0.0001638455103268167
guirossibrum,5,3,7,5,0.0004092598311568689,0.061955253881358724,0.00016364782102117558
steffenkrogmann,3,0,3,0,0.0,0.05355354009023542,0.00016360989006614373
CaffeinatedTech,6,0,11,0,0.0,0.05548114626578796,0.00016250061472573737
SuspendTV,3,1,7,2,0.00018054613262990835,0.050753607397298,0.00016221673726969437
MichaelM3,3,0,5,0,0.0,0.05834774884286315,0.00016159174341654937
0xK1K3,2,0,12,0,0.0,0.03534429796765189,0.00016140368467799265
JamesShelley,2,2,9,2,1.0429955869058447e-06,0.03987521812835585,0.00016123906760435363
Zooce,6,1,9,1,0.0003437281870060875,0.05873893754768791,0.00016106298812096847
Awais-Sajid-119,6,0,10,0,0.0,0.05953762029641067,0.0001609396616118073
weierfischen,3,15,9,21,0.0004883271085164537,0.042904434258981564,0.00016076758209722852
inffy,3,37,6,54,0.0008978393735006039,0.04288778312020059,0.00016076758209722852
luigig44,2,0,5,0,0.0,0.04845152135208732,0.00016018302795007877
MentalGear,4,1,7,1,0.0003176127713253467,0.05978765798361597,0.00016006503417311484
Davilonchi,4,0,5,0,0.0,0.06762330644676587,0.0001596718621819899
duke13137,3,0,9,0,0.0,0.0317281660335054,0.00015960195870972914
ayan-de,4,1,5,1,0.000510207575492618,0.05663180107945858,0.00015956309355050967
GuzmanMD,3,1,3,1,0.00013479818826631402,0.06276399435822852,0.00015953948664932315
RomanoCodes,3,1,4,3,2.877229205257503e-07,0.0627521899583116,0.00015953948664932315
eduardobatista,3,0,3,0,0.0,0.06276399435822852,0.00015953948664932315
geass94,3,1,3,2,0.0003618403448531836,0.04312208162319856,0.00015928832752525323
reza866,3,0,5,0,0.0,0.04898743121543721,0.00015895703608012382
prertik,4,0,9,0,0.0,0.05118253016771615,0.00015893037071708745
Ashur-D,2,3,3,6,0.00014347782970217427,0.05832988723416969,0.0001589259847225217
devbrsa,5,3,10,3,0.00036556161837986444,0.057218253972928984,0.00015822788226339536
jjeffrin,4,1,6,1,7.13888519644474e-05,0.06756852855575998,0.00015786654487524155
dimus,1,1,1,1,0.0003154727686286,0.052857551581497214,0.00015717354199523969
fhammerschmidt,3,0,4,0,0.0,0.056792067065249835,0.00015714649006301913
Chase78712002,6,3,7,4,0.000531860854548433,0.06326766479373103,0.00015694651328907459
transporsche,2,0,2,0,0.0,0.06179912237932716,0.0001562549355542357
battlej07,3,1,7,1,0.00018077391327532457,0.05317975032389325,0.00015588716131987446
elpritchos,2,1,8,1,0.0,0.048774836474790424,0.00015548883954067712
ryukamish,2,4,2,6,0.0004375828851000665,0.04449967295559067,0.00015438396394251873
danprueitt,2,0,3,0,0.0,0.0005056250790039185,0.00015352539802880973
Romanhan,2,1,2,1,0.0003616677111008681,0.0007584376185058779,0.00015352539802880973
chadbailey59,2,1,2,1,2.877229205257503e-07,0.0007584376185058779,0.00015352539802880973
Traves-Theberge,2,0,3,0,0.0,0.0005056250790039185,0.00015352539802880973
hilderv,2,0,3,0,0.0,0.0005056250790039185,0.00015352539802880973
Kro0noss,2,0,2,0,0.0,0.0007584376185058779,0.00015352539802880973
Grawave,2,0,2,0,0.0,0.0007584376185058779,0.00015352539802880973
luishg,2,0,3,0,0.0,0.0005056250790039185,0.00015352539802880973
sifenfisaha,2,0,2,0,0.0,0.0007584376185058779,0.00015352539802880973
LabGuy94,3,1,5,1,3.5845480515499722e-06,0.04913893873466021,0.00015338140353004343
SDCVO,3,0,6,0,0.0,0.046315018601935425,0.00015311974606019584
shayne,4,0,10,0,0.0,0.05365505198825304,0.0001529716085515993
darshfi,2,0,2,0,0.0,0.05351641547615452,0.00015290248974992546
dylanbr,3,1,16,1,0.0001877847002928788,0.054455085991976106,0.00015256169624877072
bjarneo,4,4,11,6,0.0003424599056738542,0.053026641637740006,0.00015233420799374564
vander00,3,0,4,0,0.0,0.0601542788179002,0.00015185745331913655
parsamrrelax,2,0,3,0,0.0,0.04345938633872779,0.00015127673770333298
nns2009,3,0,3,0,0.0,0.06302481941978519,0.00015061371674767574
davide-ferrara,5,1,8,1,5.754458410515006e-07,0.043065885233604134,0.00015002712215282622
hoblin,4,3,6,3,0.00012288853647714345,0.05471526026967848,0.00014900067419782348
JamesMConroy,3,2,5,2,0.00013744065453916455,0.041295785191722785,0.00014887073727897792
MikaelWeiss,4,0,6,0,0.0,0.05350439288138916,0.00014598980126624215
jfernandez,5,0,7,0,0.0,0.06281931296999879,0.00014511842539948017
davidwinter,5,1,5,3,0.00036144986374675583,0.06753362467287646,0.0001439151456287734
neurotroph,3,0,5,0,0.0,0.056854910987191525,0.00014356107453669464
mazdak,4,0,7,0,0.0,0.04891520640625189,0.00014355965734845936
maietta,4,5,5,8,0.0003344543529238288,0.062327987125239806,0.00014355549946296905
infogulch,4,0,6,0,0.0,0.06273264386541971,0.00014293773552269369
rajofearth,3,0,4,0,0.0,0.06754117287618275,0.0001428161703971638
raybarrera,1,2,1,3,0.00018054613262990832,0.04881793013093073,0.00014261855961954372
SYKwong,5,0,7,0,0.0,0.06797516511657688,0.00014252091381233433
devzeth,3,1,4,2,8.63168761577251e-06,0.059211031169700036,0.00014223835940454276
pymmog,2,0,3,0,0.0,0.053780366539062346,0.00014174068015161874
erik-brueggemann,4,3,12,3,0.00020382274563679828,0.06264202422220011,0.00014079502271489885
indahud,4,0,6,0,0.0,0.04671563894219077,0.000140284112892342
jpumfrey,3,1,6,2,4.315843807886255e-07,0.04641165586428471,0.00013934628405714298
FatalCatharsis,3,0,7,0,0.0,0.061902754222333295,0.00013934543723388734
m5lk3n,5,3,6,7,0.00011062773832924066,0.05859472344113982,0.00013920783950337805
imvaskii,4,1,8,1,0.0003022025736245056,0.054081984260872844,0.00013910076941407886
theajmalrazaq,2,0,3,0,0.0,0.062383803399099415,0.0001385627228603805
DevBasem,4,0,10,0,0.0,0.06230208808776077,0.0001382666855054379
LucaNerlich,1,9,3,11,1.168836568521506e-05,0.03472895071434638,0.0001379803177638678
RyanBreaker,4,1,4,2,0.00047923891933886604,0.06270523236602053,0.00013797277958407474
antonavy,3,2,6,2,0.00018719853151137158,0.05332516704506201,0.0001379490877810118
michaelhazan,2,0,3,0,0.0,0.0005056250790039185,0.00013741470811220622
not-NEK0,3,0,5,0,0.0,0.050074050043765014,0.00013732903007849736
Justikun,3,0,9,0,0.0,0.05708455015657437,0.00013700065233038716
bettinson,4,0,4,0,0.0,0.05850331378334099,0.00013682248057757094
Michallote,4,7,5,10,0.0006013372264388882,0.06363196996528801,0.0001366761238318154
gaudi369,3,0,3,0,0.0,0.06755484794661729,0.00013614293383181495
scossar,3,0,9,0,0.0,0.05668068756230739,0.00013538327620793555
j-c-m,2,0,5,0,0.0,0.049899681873124484,0.00013496493676939882
donovan-duplessis,3,1,5,1,8.559756885641072e-06,0.05453601289778765,0.0001344562360777237
roberto-aguilar,3,4,9,9,0.0003156320438167481,0.031531535430773305,0.00013397784031533567
SamuelCam14,2,0,2,0,0.0,0.044227199620217,0.00013355380162453537
meceo,3,1,4,1,4.315843807886255e-07,0.05336746545239009,0.00013333219543662958
jonashan,5,1,11,2,1.8418017148295837e-05,0.05372446343972555,0.0001331114523574237
fidelisakilan,5,0,5,0,0.0,0.0700194234996832,0.00013172887179835308
rossvz,4,2,7,2,2.864200273701336e-05,0.05426048871267822,0.0001317163029697312
vitaliiorlov,4,1,4,1,2.7088565442821995e-05,0.058166030527776656,0.0001315273222219422
MichaelTeeuw,3,0,4,0,0.0,0.06746552355440599,0.0001311699091710092
saullrb,3,2,16,6,0.0001811935092010913,0.043133302565593355,0.00013116105077372813
d4vsanchez,2,1,3,5,1.4386146026287516e-07,0.05836997874140841,0.00013076759164891205
juizmill,2,0,3,0,0.0,0.0474752903559964,0.00013039693606939606
iandol,3,1,4,1,5.101087611821112e-06,0.05823725008588308,0.00013017651544564002
arampak,3,0,4,0,0.0,0.06165599235944325,0.00012965161288403714
imyarto,2,0,4,0,0.0,0.0003792188092529389,0.0001293593631539045
raphaeleliass,2,0,5,0,0.0,0.0409876103337429,0.00012924968276105292
jpow18,4,0,7,0,0.0,0.061667412250600774,0.00012889794251253722
tristonarmstrong,3,2,3,3,5.590901631287568e-06,0.05340493199023675,0.0001284263005524969
philippeback,3,3,4,3,0.00032472713541708165,0.05319681699601261,0.00012788362098380146
opiero,2,0,3,0,0.0,0.06246138031796632,0.00012740565988431286
637ms,3,0,5,0,0.0,0.05740015236891203,0.00012737257570316613
shahriyardx,4,0,7,0,0.0,0.0674245359945309,0.0001271494343716397
kvidaxl,3,0,5,0,0.0,0.06177038195565744,0.0001269875881980821
voody77,5,7,7,8,0.000734236092976834,0.05905282570700936,0.00012677637583962558
Ryaja2,4,0,6,0,0.0,0.06281125640217297,0.0001261673432506445
spdawson,4,7,17,14,0.0004092278004642206,0.04919462286973595,0.00012577998638342916
erdostom,2,1,3,1,5.3108855747044746e-06,0.058677513583762414,0.0001257314857462719
Addibro,3,0,3,0,0.0,0.06289050977351597,0.00012556716629988276
goslynn,3,0,4,0,0.0,0.06982599451686902,0.00012541270918504038
saeedvaziry,5,2,6,2,0.00013767541747157153,0.060370327967541895,0.0001254061281265765
cinemast,2,0,3,0,0.0,0.047346741044785916,0.00012527490971295257
feliblo,2,1,3,2,8.152149414896258e-07,0.04703904475006974,0.00012520488358348987
gregmolnar,4,0,6,0,0.0,0.060659500075089065,0.0001250843140932956
tarekbecker,4,0,8,0,0.0,0.0632341229370504,0.00012444302247540743
sunbyte,4,0,4,0,0.0,0.06893216537080613,0.00012404875250309462
boognevatz,2,0,4,0,0.0,0.04632563778224483,0.00012323559414053952
sa-dd,3,6,5,6,0.0015120509126449458,0.06764386115469304,0.0001226694761793447
jankeesvw,4,5,18,11,0.00047773335313374587,0.0578674399579596,0.0001221813899896357
bvdwalt,3,0,4,0,0.0,0.06996057128409194,0.00012210997976671895
PranavKumar9529desai,5,0,5,0,0.0,0.07531899385882176,0.0001218471172253264
randall-vx,2,0,3,0,0.0,0.05326225543768895,0.00012183839786440832
btbishop93,3,0,5,0,0.0,0.05331342814107183,0.0001218245597819128
jamesmcm,3,10,23,13,0.00020082744112801334,0.05308607902628511,0.00012177857460234431
alexandersix,2,0,10,0,0.0,0.026794009233944434,0.00012148824243294156
jordihoven,2,0,3,0,0.0,0.05397759251198421,0.00012137137234126784
henry-cecil,2,1,2,1,2.877229205257503e-07,0.0007584376185058779,0.00012130401819560274
koepalex,3,0,3,0,0.0,0.06595530085994326,0.00012121319455175797
NiWe03,2,0,2,0,0.0,0.06525870789849987,0.00012106334292410211
Call911plz,2,0,5,0,0.0,0.057589197765862854,0.00012098544208705016
lavavex,3,1,3,1,0.0005410763106128406,0.0625632314623798,0.00012087383084947477
reshadman,3,0,5,0,0.0,0.06762330644676587,0.00012087090623681572
ArchGalileu,5,0,12,0,0.0,0.057829779270889954,0.0001205869372005122
sdurnov,2,1,3,1,1.2688580795185592e-05,0.04884329343005921,0.00012013725848989657
rosscondie,3,1,10,1,0.0002004473128678434,0.028931195001234884,0.00011967769641583686
prathamngundikere,5,1,8,2,2.6848430460964357e-05,0.06280025829118215,0.00011966491310411536
ebaerwald,3,0,4,0,0.0,0.05331342814107183,0.00011965383207141736
opajanvv,4,1,5,1,6.704728747124152e-05,0.058084849745462935,0.00011929421835868049
Ladeby,2,0,3,0,0.0,0.06741088453958162,0.00011876678906692535
daltsan,2,0,3,0,0.0,0.061621758049415803,0.00011876046963482016
vinibortoletto,1,0,1,0,0.0,0.05243561898852002,0.00011852417477116292
russell-davis,4,0,14,0,0.0,0.04307702920701172,0.0001183952170228311
SoAp9035,7,1,10,1,0.0001346921850850677,0.06030471993135185,0.00011810922380581571
meirdick,3,1,4,1,0.00026929323988421697,0.062036407844152416,0.00011801445112130119
morgoth,2,39,6,41,0.0010774756344333228,0.04876048882470224,0.00011732398659411092
heheda123123,2,1,3,2,1.4386146026287516e-07,0.05326225543768895,0.0001172215055200261
dl-alexandre,2,0,3,0,0.0,0.05326225543768895,0.0001172215055200261
henderb,2,0,3,0,0.0,0.05326225543768895,0.0001172215055200261
LazyStability,2,2,3,4,1.107947543146875e-05,0.05326225543768895,0.0001172215055200261
liams000,2,0,3,0,0.0,0.05326225543768895,0.0001172215055200261
ist14k,2,1,3,1,1.4386146026287516e-07,0.05326225543768895,0.0001172215055200261
molhamfetnah,2,0,3,0,0.0,0.05326225543768895,0.0001172215055200261
virtualabishek,3,0,4,0,0.0,0.06273645350310789,0.00011697034639595618
golgor,4,3,5,3,0.0005170008264246142,0.05865579680098205,0.0001169343138422226
gammons,4,0,4,0,0.0,0.06295347056761184,0.00011662206187434084
jsimonrichard,2,0,2,0,0.0,0.05355354009023542,0.0001165509145690318
alexandru-calinoiu,4,3,5,3,0.00029658821175080697,0.06739633330334428,0.00011624508778620204
blakeshall,2,0,7,0,0.0,0.03461658959669303,0.00011605660438162747
alexhraber,2,3,7,4,0.00018068999409017125,0.03453000349121452,0.00011605660438162747
linux-fertxo,4,1,4,1,9.304316352434556e-05,0.06752025121496523,0.00011586364909022574
rplankenhorn,2,0,4,0,0.0,0.053611760837705795,0.00011497284519454933
hsyed,2,0,3,0,0.0,0.05668068756230739,0.00011497027677238498
cometaj2,2,1,2,2,0.0011109834974206989,0.045949073252827516,0.00011486533504537222
mrdrbrdr,2,0,2,0,0.0,0.0007584376185058779,0.00011485974222896135
danielnolan,3,0,4,0,0.0,0.0674245359945309,0.00011482850893372208
r3ap3r2004,3,0,5,0,0.0,0.06813619399328605,0.00011480784182068461
Ptark,3,0,4,0,0.0,0.05678703031570759,0.00011457734980965215
tony-ho,1,0,1,0,0.0,0.03154655663644055,0.00011442711296776373
drbraden,3,0,4,0,0.0,0.05500531157471238,0.00011441756577755221
thooams,2,0,8,0,0.0,0.038339746515545094,0.00011424605836452276
taylorminton,2,1,6,3,0.0001806899940901712,0.03829531749094958,0.00011424605836452276
RolfKoenders,2,0,7,0,0.0,0.03834416201094018,0.00011424605836452276
tibbe,2,2,6,5,0.00018068999409017123,0.038268794126647875,0.00011424605836452276
balduinofernando,2,1,3,1,2.877229205257503e-07,0.03541186542661068,0.00011421670637113687
jvanbaarsen,3,2,3,2,0.003257043610776644,0.05085481876348375,0.00011414540942547464
jamerrq,4,2,9,2,0.00018094175164563124,0.0532566367099037,0.00011411592916828489
HFaustt,1,0,1,0,0.0,0.057589197765862854,0.00011374325801863136
NihalGuruprasad,1,0,1,0,0.0,0.057589197765862854,0.00011374325801863136
Dan-Kingsley,3,0,3,0,0.0,0.07453377182471313,0.00011301796291661738
sparky0520,4,1,4,1,0.00020803317687192056,0.06782376504074274,0.00011300331226684715
fabean,2,1,5,1,1.4386146026287516e-07,0.04298248886405804,0.00011243551234741806
geolaw,2,0,5,0,0.0,0.04298248886405804,0.00011243551234741806
matiasmoya,2,0,5,0,0.0,0.04298248886405804,0.00011243551234741806
aquaspy,2,1,6,1,8.22887552703646e-06,0.04717195540412648,0.00011213687134537594
gray-adeyi,3,0,3,0,0.0,0.06606324953494985,0.00011210072229376664
mattlanham,2,0,6,0,0.0,0.056651754082183696,0.00011189234854279682
siebertm,2,1,3,1,1.4386146026287516e-07,0.05668068756230739,0.00011189234854279682
osmansemir,2,0,4,0,0.0,0.05912654954818701,0.00011186983946453618
ethanolivertroy,3,0,4,0,0.0,0.06167883637291471,0.00011141374812286548
tmkn,3,0,4,0,0.0,0.06749287629049129,0.00011133979243217943
amirkarimi,2,1,6,1,0.0001806899940901712,0.03160367621726888,0.00011126988895991867
thelifeandtimes,2,0,2,0,0.0,0.06264202422220011,0.00011120741689951268
mattsontrygve-dot,2,0,2,0,0.0,0.06264202422220011,0.00011120741689951268
adriank,2,0,2,0,0.0,0.06264202422220011,0.00011120741689951268
TheYoxy,2,0,2,0,0.0,0.06264202422220011,0.00011120741689951268
ngodn,2,0,2,0,0.0,0.06264202422220011,0.00011120741689951268
zdehasek,3,1,4,1,0.000231154734130122,0.057907871357056856,0.00011098237938124639
jimmypoulsen,2,0,4,0,0.0,0.04889021420572593,0.00011062496633031335
brentdodell,2,1,4,1,0.00018068999409017123,0.048746149613167256,0.00011062496633031335
ryanburnette,2,3,3,4,0.0006622647655950072,0.06002581269584475,0.00011041670649836451
pachuc,2,0,4,0,0.0,0.05667103978570103,0.00011035338442800274
clauzf,2,1,5,1,9.392954509663559e-06,0.05073030811310643,0.00011032632532827124
Golim,1,0,1,0,0.0,0.05170515946200881,0.000110158862983642
nrbnlulu,2,1,3,1,2.877229205257503e-07,0.0005056250790039185,0.0001100265352539803
apostaat,2,0,3,0,0.0,0.031582466205747825,0.00010999048281554717
djschnei21,3,0,3,0,0.0,0.06746552355440599,0.00010953447512543108
busybox11,2,0,9,0,0.0,0.04334404199755548,0.00010951445518456027
Xkonti,2,0,2,0,0.0,0.06275634339086944,0.0001088307529212132
shveeram,2,0,3,0,0.0,0.05668068756230739,0.00010881442031320865
5kyguy,2,0,3,0,0.0,0.05668068756230739,0.00010881442031320865
wey-gu,2,1,3,1,0.0001806899940901712,0.05652558627777502,0.00010881442031320865
rnadler,2,0,4,0,0.0,0.05667103978570103,0.00010881442031320865
elijahimmer,2,0,3,0,0.0,0.05668068756230739,0.00010881442031320865
ecvijil,2,1,3,1,1.4386146026287516e-07,0.05668068756230739,0.00010881442031320865
zsolt-donca,2,0,3,0,0.0,0.05668068756230739,0.00010881442031320865
caiogouveia,2,0,3,0,0.0,0.05668068756230739,0.00010881442031320865
okdas,2,0,3,0,0.0,0.05668068756230739,0.00010881442031320865
ehutzelman,2,3,3,5,0.0002553703532299551,0.05675784343762208,0.00010881442031320865
JAMSHEDD2,2,1,3,2,0.00013479818826631402,0.05668068756230739,0.00010881442031320865
sjug,2,0,3,0,0.0,0.05668068756230739,0.00010881442031320865
parnoldx,2,3,3,3,6.956202939101826e-05,0.05668068756230739,0.00010881442031320865
mghalix,2,0,3,0,0.0,0.05668068756230739,0.00010881442031320865
rublev,2,0,4,0,0.0,0.056685221278154375,0.00010867218535856283
0ncoming-Storm,2,0,2,0,0.0,0.0007584376185058779,0.00010864561897541429
vynguyen205,2,0,3,0,0.0,0.05431291187040425,0.00010785295158206322
thomasbigger584,2,0,2,0,0.0,0.04303805050943557,0.00010762565483039053
galihwicaksono90,3,0,4,0,0.0,0.059327157484154076,0.00010736777812574152
SamRoehrich,2,0,2,0,0.0,0.058044344271442394,0.000107361287347037
Gowtz,2,0,2,0,0.0,0.058044344271442394,0.000107361287347037
thefonso,1,0,1,0,0.0,0.03839279967031752,0.00010726080584775745
patcito,3,0,4,0,0.0,0.059094998561234936,0.00010714213469760202
szcharlesji,2,0,2,0,0.0,0.0674245359945309,0.00010700387429610396
dxrkinfuser44,2,0,2,0,0.0,0.0674245359945309,0.00010700387429610396
marioidival,2,0,2,0,0.0,0.0674245359945309,0.00010700387429610396
rami-shalhoub,2,0,3,0,0.0,0.06741088453958162,0.00010700387429610396
KrisKind75,2,0,3,0,0.0,0.06741088453958162,0.00010700387429610396
baxtr,2,0,2,0,0.0,0.0674245359945309,0.00010700387429610396
SimonGuldager,2,1,2,1,7.620221665574277e-05,0.0674245359945309,0.00010700387429610396
wilfredom,2,0,2,0,0.0,0.0674245359945309,0.00010700387429610396
xianlin,1,1,3,1,1.4386146026287516e-07,0.042971393745610945,0.00010673229239379333
davidgasquez,2,0,5,0,0.0,0.04989582682942169,0.00010632030028779649
sk4rrjin,3,1,4,1,5.079148739131025e-05,0.06257903219274116,0.0001059390240364673
rez1coder,2,10,7,17,0.0005291236101699785,0.03460930822832765,0.00010548396412385643
Carloswelliton,5,1,6,3,7.552726663800945e-07,0.058219053220789185,0.00010535936097433592
Mane-Pal,2,1,3,2,0.00036037295795850237,0.05887454511084187,0.00010531358387249632
AncapDesign,1,0,1,0,0.0,0.0003792188092529389,0.00010519332827899926
lukehowson,1,3,1,4,0.000180833855550434,0.0003792188092529389,0.00010519332827899926
Hedayatbakhshi,1,0,2,0,0.0,0.00018960940462646946,0.00010519332827899926
sauryagur,1,0,1,0,0.0,0.0003792188092529389,0.00010519332827899926
Tharun-tharun,1,3,1,4,0.0001808338555504341,0.0003792188092529389,0.00010519332827899926
Hitesh01839,1,0,1,0,0.0,0.0003792188092529389,0.00010519332827899926
NightOwl80,1,0,1,0,0.0,0.0003792188092529389,0.00010519332827899926
defmodenet,1,0,1,0,0.0,0.0003792188092529389,0.00010519332827899926
kernel0verflow,1,1,1,1,0.00018083385555043405,0.0003792188092529389,0.00010519332827899926
makcakaya,1,0,1,0,0.0,0.0003792188092529389,0.00010519332827899926
instak1ll,1,0,1,0,0.0,0.0003792188092529389,0.00010519332827899926
matthriscu,1,0,1,0,0.0,0.0003792188092529389,0.00010519332827899926
coryellcp,1,0,1,0,0.0,0.0003792188092529389,0.00010519332827899926
alexpotato,1,0,2,0,0.0,0.00018960940462646946,0.00010519332827899926
ryanMeredith,1,0,1,0,0.0,0.0003792188092529389,0.00010519332827899926
rusty-genius,1,0,1,0,0.0,0.0003792188092529389,0.00010519332827899926
feiwhang,1,0,1,0,0.0,0.0003792188092529389,0.00010519332827899926
voidberg,1,0,1,0,0.0,0.0003792188092529389,0.00010519332827899926
ituri,1,1,8,1,0.0,0.027964788150075963,0.00010497396749329612
mrtnin,6,2,10,2,0.0001568738435194143,0.050475420755047275,0.0001042778487030168
ludo237,3,19,15,34,0.004091806026795481,0.06255142707908501,0.00010397311238112814
mroboff,3,0,11,0,0.0,0.05325373620297402,0.00010377246717507569
g1sbi,3,0,4,0,0.0,0.05693780324100476,0.00010323613682855818
tcurdt,2,0,6,0,0.0,0.036752661302681705,0.00010304239154835936
COOLHax0r1337,3,1,4,1,0.0003624589491323141,0.038401779626914226,0.00010289072213334533
Somnius,3,6,8,9,0.0015885464973930906,0.05770627737496093,0.00010286725071620567
Nueny,3,0,3,0,0.0,0.048969312949109216,0.00010285020531840847
djordje,2,0,3,0,0.0,0.06252015090539383,0.00010257298304863129
Akash1000x,1,0,1,0,0.0,0.04936583683674039,0.00010169249183828691
BigMitchGit,2,1,6,1,1.5281837314565178e-05,0.043074300779367664,0.0001011003455043026
phantom-kali,2,1,3,1,0.0001343666038855254,0.056602793839704714,0.00010089094245670891
Coletronix,1,2,2,2,4.260696914785485e-06,0.03563957111255769,0.00010060338164630334
cornle,2,0,3,0,0.0,0.06173050767961939,0.00010037427366723094
pixincreate,2,1,3,1,7.172572755056296e-05,0.05834610410403917,0.00010026546183206458
logannc,3,0,12,0,0.0,0.04644653738449082,0.00010020439366848134
ZorudaRinku,3,1,3,1,0.0001164198867177317,0.06752025121496523,9.98938815194571e-05
LeonardoTrapani,2,0,16,0,0.0,0.04623324268177885,9.844062261309014e-05
CAI991108,2,0,2,0,0.0,0.057030208760019456,9.840546919717534e-05
dotsilva,2,0,5,0,0.0,0.056598310376705756,9.83239083642166e-05
harshvsri,3,3,4,3,0.0002527724765843686,0.059274234060885424,9.82600231995919e-05
MrTrigger,3,1,4,1,0.00022134458764708393,0.05545519644654695,9.65093985531052e-05
geoffsimp,2,0,3,0,0.0,0.05355990358072913,9.592912218177529e-05
mvee-11,2,0,3,0,0.0,0.046668363802677734,9.587071809888758e-05
bpidperygora,3,0,4,0,0.0,0.06996057128409194,9.56354987196226e-05
alansikora,2,1,21,2,0.0,0.04289333206354645,9.550450542267408e-05
startupfoundry,2,0,4,0,0.0,0.056588670058126865,9.440129352119423e-05
coffnix,3,0,5,0,0.0,0.05351910605063392,9.427078278130473e-05
PrAnAvViNaYaKjAdHaV,2,0,2,0,0.0,0.043010251742797254,9.42645339276422e-05
Phrozenn1,3,0,4,0,0.0,0.062297408946420926,9.415104053659039e-05
nightdevil00,4,3,9,3,0.0003522834323602952,0.06222270336320393,9.391156418827055e-05
phucisstupid,3,2,8,2,0.000272612284377059,0.06141581391610791,9.360732062955643e-05
sebastianobecchetti,2,0,3,0,0.0,0.048962111579557877,9.356090513534018e-05
