colaborador,degree,degree_weighted,degree_centrality,betweenness,closeness,eigenvector,pagerank,clustering_local,grupo_comunidade
apostaat,2,3,0.0007584376185058779,0.0007403110745127556,0.16708819042720788,0.0,0.0002773752496958125,0.0,8
wey-gu,3,4,0.0011376564277588168,0.0007403110745127556,0.21410354660877076,0.0,0.00027737360728404144,0.009766829844146303,4
kvidaxl,3,5,0.0011376564277588168,6.035036735093264e-06,0.21695061907036742,0.0,0.000277138927169492,0.03942467763906707,2
zessu,2,4,0.0007584376185058779,0.0007403110745127556,0.10077835303252677,0.0,0.00027622263982268335,0.0,4
nns2009,3,3,0.0011376564277588168,0.0013099393636841203,0.23046277008383095,0.0,0.00027604438144179517,0.009766829844146303,2
hendrikb,2,4,0.0007584376185058779,0.0,0.2438378415619104,0.0,0.0002750397680255257,0.0,2
Coletronix,3,4,0.0011376564277588168,0.00011567772454619803,0.17826771104398503,0.0,0.000274776935803354,0.0,10
davegudge,1,4,0.0003792188092529389,0.0,0.11314023143395888,0.0,0.00027465569266576844,0.0,6
gianmeg,2,5,0.0007584376185058779,1.5368057580462696e-06,0.15496855112896593,0.0,0.00027453283954782164,0.0,8
masq6r,3,4,0.0011376564277588168,0.0005003759290404917,0.19517634735134973,0.0,0.00027446768099593263,0.0,6
siebertm,3,4,0.0011376564277588168,1.455537699490483e-05,0.19709014115578324,0.0,0.00027441211374806536,0.012305434511381391,1
jimmypoulsen,2,4,0.0007584376185058779,0.0007403110745127559,0.1626743359957219,0.0,0.00027425745516471167,0.0,1
pawlobanano,1,4,0.0003792188092529389,0.0,0.11528954799494906,0.0,0.0002732523006373726,0.0,12
OerdBej,2,5,0.0007584376185058779,0.0,0.18895278028532186,0.0,0.00027289131649940724,0.046511627906976744,1
gingerpickle99,4,4,0.0015168752370117557,0.002004244131769336,0.23754421097229128,0.0,0.00027185021177767257,0.0,2
kirtimaan-askin,2,3,0.0007584376185058779,7.800489265234865e-05,0.14752540188209295,0.0,0.0002714798769427616,0.0,12
ethanolivertroy,3,4,0.0011376564277588168,0.0007403110745127555,0.2093230958471986,0.0,0.0002706649764794787,0.022965085801607523,3
olavlinddam,3,5,0.0011376564277588168,0.0,0.24386150824555225,0.0,0.00027032560047012834,0.022072264355527695,1
spitefully-positive,1,4,0.0003792188092529389,0.0,0.10689691624633786,0.0,0.00027007351101474757,0.0,16
madebynoxc,2,4,0.0007584376185058779,4.573673437967772e-06,0.17737417009911224,0.0,0.0002696986384237597,0.0,21
iamsameerpaudel,2,4,0.0007584376185058779,0.0,0.2438141794715114,0.0,0.0002689315601942685,0.0,23
copilot-pull-request-reviewer[bot],3,4,0.0011376564277588168,0.00015083331480559726,0.19702831865228393,0.0,0.0002686193898791723,0.0,12
adrianthedev,1,3,0.0003792188092529389,0.0,0.11954063752278642,0.0,0.00026828994857583464,0.0,9
YounessFkhach,1,3,0.0003792188092529389,0.0,0.11954063752278642,0.0,0.00026828994857583464,0.0,9
DrInfinite,2,5,0.0007584376185058779,0.0,0.16265327373949146,0.0,0.0002678175294224562,0.046511627906976744,1
alerque,1,5,0.0003792188092529389,0.0,0.0998928562123857,0.0,0.0002673866957256563,0.0,5
Vladimir-csp,3,4,0.0011376564277588168,0.0007408504283915808,0.203310011284506,0.0,0.0002668344956820469,0.0,2
joshleblanc,2,5,0.0007584376185058779,0.0,0.15047644004635113,0.0,0.00026647224916140415,0.0,19
sunbyte,4,4,0.0015168752370117557,0.0016015325877773573,0.2600398591858751,0.0,0.00026636795696515365,0.008759383914321213,22
mlombardi96,3,5,0.0011376564277588168,0.0,0.2436014271334036,0.0,0.0002661292808586494,0.05283993892682389,2
LucasAlfare,3,4,0.0011376564277588168,0.0007055347484257554,0.20764505119453924,0.0,0.00026605947346233105,0.0,5
PinheiroCosta,2,4,0.0007584376185058779,0.0,0.1717952218430034,0.0,0.00026601408045861017,0.0,21
dukuo,1,4,0.0003792188092529389,0.0,0.11542195513845667,0.0,0.00026545920115676974,0.0,3
reshadman,3,5,0.0011376564277588168,0.0002112860275034378,0.24528996577701115,0.0,0.0002654508917792631,0.025891510642998272,1
wrex,2,5,0.0007584376185058779,0.0,0.19496431438301584,0.0,0.0002648225237998097,0.10184928232297417,2
jonh-favo,2,5,0.0007584376185058779,0.0,0.20319491463436515,0.0,0.0002647054582289129,0.03691630353414417,8
patcito,3,4,0.0011376564277588168,0.00035080892982626674,0.20548827344842766,0.0,0.0002647006896297718,0.016701044108774293,18
ZorudaRinku,4,4,0.0015168752370117557,0.0016047097794995961,0.24557766781877868,0.0,0.00026465716679527834,0.0,12
tmqone,2,3,0.0007584376185058779,0.0,0.18691453053518262,0.0,0.0002644106706315219,0.0,3
AurelienBoland,2,5,0.0007584376185058779,0.0,0.19382126972567498,0.0,0.000263773995627671,0.0,2
Call911plz,2,5,0.0007584376185058779,0.0,0.20435177872744406,0.0,0.0002636667038036507,0.03691630353414417,1
