colaborador,in_degree,out_degree,in_degree_weighted,out_degree_weighted,betweenness,closeness,pagerank
curtisspendlove,19,3,28,7,0.0032630035235705073,0.0598594529334723,0.0008189246642554223
ElBrodino,19,9,29,12,0.005102997437076103,0.06446158478678804,0.0008143689674958573
guirossibrum,12,3,17,5,0.001581016253488756,0.06429114167524179,0.0008117748925073988
SamrudhNelli,4,6,15,10,0.0003463197314601126,0.054534038086669664,0.0008064916022298058
vlofgren,14,17,26,32,0.00456727904716715,0.06497837996145496,0.0007748815981607528
crazed-developer,15,1,26,1,5.453314888061357e-06,0.06539065330274121,0.0007744760149553977
bjabot12,4,2,7,5,1.8442331805748652e-05,0.05437050259385284,0.0007662293084277523
wavic,13,0,29,0,0.0,0.052292285444987964,0.0007602881784120113
illangpasandre-prog,20,0,25,0,0.0,0.05926137485543425,0.0007532598072156344
nmonev,18,0,22,0,0.0,0.0645093552189884,0.0007343779747325512
Swarnim114,6,1,15,1,0.0002747705574353866,0.054460750593347276,0.0007276728997079268
axelfontaine,12,8,29,10,0.0038314830068210924,0.06393052528021853,0.0007264043202281812
sspaeti,14,11,28,19,0.006728247231433449,0.06502471861715933,0.0007225485125666438
wouterbouvy,13,1,18,1,5.6454632069167166e-05,0.05686100642872977,0.0007140986572457171
rikkarth,9,1,13,2,0.0007234810943925666,0.06082782633816656,0.0007018650735411153
TobbEEEEH,16,0,29,0,0.0,0.055936230287170305,0.0006980035385792691
killeik,18,15,46,20,0.0048390428485006595,0.05848679389410627,0.000697187248894394
hipsterusername,9,2,12,3,0.00243749884020437,0.06482823439808864,0.0006863951707779168
Abdirrahman,6,1,7,4,0.003019505961308202,0.07173950564981249,0.0006767534321633901
BrouZie,2,2,3,3,0.000412381827928736,0.058590144051991436,0.0006752839616569483
MikeVeerman,6,2,22,5,0.0009979682543065753,0.053431533361213986,0.0006647699339577152
dimmerz92,5,0,5,0,0.0,0.06546880179863557,0.0006626694832406776
socket72,12,0,18,0,0.0,0.06588218363452586,0.0006431661512967752
Ratko-Solaja,4,0,5,0,0.0,0.05748299319727891,0.0006362257817091339
ChristerNilsson,15,1,32,1,0.005972792652885602,0.06894586894586895,0.0006322891931201536
emourad,13,7,24,8,0.0028951035903993804,0.06402029958287637,0.0006226600505073237
Matt-Ord,14,0,19,0,0.0,0.055397424086349165,0.0006205211385192499
hyprhex,18,7,46,9,0.004856997643005077,0.06215467735576801,0.0006184149433392781
pmercatoris,8,1,24,1,0.003399594375398252,0.06247407446448214,0.000615536108934926
landsman,16,20,38,28,0.003036961313720332,0.06340814442344345,0.0006148738057351144
sedubois,7,4,16,5,0.00196627426580817,0.06923379778353203,0.0006080631415542042
alcides,13,0,14,0,0.0,0.05520764361686893,0.0006060471608217714
Roman-Weisman,10,0,21,0,0.0,0.053026440745738986,0.0005968686411604385
pkrzysiekk,4,0,8,0,0.0,0.059760132340777504,0.0005956007770913634
JosefAmbruz,15,0,26,0,0.0,0.06461749462268583,0.0005908070775175152
coolaj86,10,1,14,1,2.3059473391975553e-05,0.06545261947338316,0.0005899630969875965
Rnedlose,9,3,20,5,0.0008314702411174697,0.05663410663410663,0.0005842695260486613
LeAlencar,12,0,34,0,0.0,0.05538308228891188,0.0005832780929762673
adamavenir,11,1,43,3,0.0016861181622888476,0.05682824037451647,0.0005822025360509744
ajmAAid,2,0,6,0,0.0,0.058253061529271205,0.0005777979266057536
ironicbadger,17,2,32,2,0.00013113323413960665,0.06063047223369331,0.0005635669463808987
amanat361,12,1,14,1,0.0017119271312476575,0.06424584229763021,0.0005590233439832857
Veltair-D,10,0,36,0,0.0,0.06472655658570907,0.000556272585486843
iamobservable,3,11,7,20,0.001919342109995941,0.05810477086564389,0.0005506348631441837
ryanyogan,8,11,42,20,0.0009711816959817587,0.04802787025594505,0.0005502852731860543
abenz1267,13,116,78,331,0.005724860168648192,0.05773684450271438,0.0005459207066281766
marcinczenko,8,2,26,3,0.004830808860464957,0.06001705557407384,0.0005401802767937979
Manujdixit,8,0,10,0,0.0,0.05741714249385099,0.0005388425185766583
jandrusk,9,0,10,0,0.0,0.061975021588791535,0.0005305346049053105
maxdmayhew,12,0,13,0,0.0,0.055535019046418235,0.0005265565135926265
trevorputbrese,13,0,28,0,0.0,0.07672591511287881,0.000526242372465002
Mayank-8127,10,0,15,0,0.0,0.0637563242951174,0.0005251039057214428
colutti,15,2,22,2,0.0011783040163325716,0.057005884139363354,0.0005201411096777688
DustinEwers,7,0,8,0,0.0,0.06522130575626711,0.0005168483066361388
bragmore,14,0,18,0,0.0,0.05062010321600941,0.0005163774936892509
NicolasDorier,9,5,17,10,0.0010029771198525898,0.04176862651438922,0.0005033411170992959
acrogenesis,14,2,25,3,0.0016087001974218452,0.060334763725996145,0.0004955484375060168
jkc-2,6,1,10,3,0.0005171577906407499,0.0698436703798634,0.0004921705363410638
halilozercan,12,0,20,0,0.0,0.053209068706417145,0.0004908688349534024
Salt-555,6,0,6,0,0.0,0.06220833118079592,0.0004884007367200907
pelephant2,12,7,34,10,0.0018429789044270871,0.060726547906035086,0.00048163805895751877
GiraffeCoding,15,0,21,0,0.0,0.07193332749318053,0.0004805968758248909
grumpydumpty,6,0,6,0,0.0,0.07224948710838516,0.0004790139964808051
fpigeonjr,12,6,16,6,0.002072802859706098,0.05776427727647239,0.00047535698913393065
zaneschepke,13,2,27,3,0.002264453436635151,0.0604347384794775,0.0004735322700424469
al3rez,11,2,40,3,0.0008635955429314645,0.05509420645372307,0.00047092740518189097
gingerpickle99,4,0,4,0,0.0,0.065179348167281,0.00046889254070538026
bjarneo,7,5,32,7,0.0022601387775429893,0.05843057461128592,0.0004681917443049278
eifr,7,0,32,0,0.0,0.04673748344130509,0.00046812927982220297
prgmatic,9,0,12,0,0.0,0.05705704072082717,0.0004664520016137299
Furyfree,13,2,24,10,0.001020187104812423,0.06235658176160826,0.0004638703594797249
havard-vold,4,0,5,0,0.0,0.06856375245212018,0.0004635269804123758
jzetterman,8,1,35,1,0.00017591433842472913,0.05392129608569585,0.00046260495649401716
paucommit,4,0,11,0,0.0,0.043502738113516556,0.00046100198983805934
nicolaric,13,1,15,1,0.002204763298570723,0.06891981230605569,0.0004572478837060041
ashd90,11,1,13,1,2.0640778864267774e-05,0.06548718951887966,0.00045553246903585034
yapus,11,0,13,0,0.0,0.07667072952595465,0.0004458123980772587
Pintjebier,11,2,27,4,6.130877726398718e-05,0.05625933743311792,0.0004427321687214688
renatovieiradesouza,4,1,8,1,0.0008293521385790713,0.054113300700837794,0.00044215059240671124
ardavis,5,4,20,5,0.00029780210355557677,0.05740063687813137,0.0004393297139801135
opswole,11,0,22,0,0.0,0.06087843477368846,0.0004381103030895821
f6198874,8,1,21,1,3.513171751573e-05,0.060736660570132675,0.0004354106147977392
npenza,10,3,39,4,0.001288191066614764,0.064009064009064,0.000435119443770945
MatthewHunt84,1,0,1,0,0.0,0.0564132140428837,0.0004348358435933048
matheorism,13,3,25,6,0.0013576201558626445,0.05660773657048684,0.0004325909550659092
melonamin,9,2,29,3,0.0004758938904230434,0.05864667096376375,0.00043043351113325684
helioascorreia,11,0,17,0,0.0,0.044335625285726994,0.00042976001868635206
guruswarupa,10,0,11,0,0.0,0.06940982206890026,0.00042879504393761027
anshul12ra,9,0,26,0,0.0,0.05096391790724337,0.000428092142871353
JaxonWright,10,11,35,17,0.001239203397171869,0.05901677131450594,0.00042590967599223927
nemoralis,11,4,15,4,0.0012545993826100184,0.060555146392768835,0.00042586305256422745
Reflux0301,10,1,11,1,0.0016576549506191803,0.0640540299830781,0.0004207928814008385
ankur3-101106,6,0,9,0,0.0,0.05465837343413905,0.0004181265162501061
davidbasilefilho,8,0,11,0,0.0,0.06582179878962191,0.0004174238481250213
adaryorg,6,0,14,0,0.0,0.05574974729353302,0.00041615945314962886
mfornasa,6,3,6,6,0.001586161701636612,0.06343019943019942,0.00041349313475189293
nunix,9,0,9,0,0.0,0.003205128205128205,0.00040517087931648285
jb0gie,4,1,6,1,1.6007426053738846e-05,0.0664267878199348,0.0004047217007267934
ablzh,10,2,11,3,0.00014672170816456035,0.0709813739356122,0.000404521838543096
robertobarreda,8,0,24,0,0.0,0.05652099256035295,0.0004033070821184055
HowieDuhzit,2,0,2,0,0.0,0.06877772149855639,0.000399094337256115
jheuing,5,6,7,6,0.0012357956501846987,0.06956392270143939,0.00039401957445885376
thrillho93,3,0,4,0,0.0,0.06831467661691543,0.0003932816497840163
SatoriSec,12,1,22,5,0.0004989814840188905,0.051304493842122205,0.0003915727896879922
Luxian,10,0,16,0,0.0,0.060690060690060686,0.0003896372793419684
cakePhone,6,2,18,2,0.001179558928423117,0.05786508753349939,0.000387049895567879
iagocc,4,0,4,0,0.0,0.06929177105987876,0.0003834797622968126
fisika1729,10,17,16,34,0.002066652130337929,0.0642798108430819,0.00038162214304781
wintermeyer,7,0,12,0,0.0,0.05468990919993147,0.0003813430382503899
tjcwilk,12,0,15,0,0.0,0.055918023017328775,0.00038127176646115727
ocewers,8,2,10,2,0.004192650966570098,0.07047799936688826,0.00038067586966338094
h14h,9,2,10,3,0.0011644804350540016,0.058123290314525365,0.0003805388129477726
HassanSattar3,4,0,8,0,0.0,0.05261569554198264,0.00037858444917992476
syabro,8,7,29,7,0.0012418995310715358,0.053961184601811915,0.0003783726262199498
nqst,8,0,17,0,0.0,0.057260519565815515,0.0003775159782510852
cammynixfr,7,0,14,0,0.0,0.06403609065206023,0.00037708638349668244
lfrostp,4,0,5,0,0.0,0.06413660777669135,0.0003740017320390349
nskrdev,6,1,7,1,0.001524090188612574,0.05547127706823524,0.00037036438423262204
w84death,4,0,5,0,0.0,0.0657508828634704,0.00037025266577645453
zigmoo,10,2,28,2,0.000936290130305625,0.06836431991071165,0.0003647400202655585
minh-cong,5,0,9,0,0.0,0.0640914756119738,0.0003576154629619001
robzolkos,3,2,9,3,0.011531722948907402,0.06368493918694722,0.0003574200745964659
vyrx-dev,10,3,38,11,0.0005022801157464502,0.05455035099067405,0.00035603643475277757
Kurizek27,8,0,9,0,0.0,0.054567425701446313,0.0003522165823139895
DiegoRioboCabot,7,1,7,1,0.0014516241634933756,0.06703246585621149,0.0003456790364991994
Bekkenes,5,0,7,0,0.0,0.04830016234562286,0.0003446500113364647
EhsanulHaqueSiam,7,0,14,0,0.0,0.06189489807789253,0.0003425887762856461
aifrim,5,2,16,6,0.0016487186435448552,0.051529195637700864,0.00033852547530595584
danfascia,11,1,35,1,0.0016239359320102634,0.05909326745360445,0.00033728681727186066
rantnar,6,0,14,0,0.0,0.04036122490264502,0.0003348728219501342
rafa-alves6,11,0,18,0,0.0,0.050590987465559095,0.00033016368709614606
Coding4Hours,5,0,6,0,0.0,0.07252261173829802,0.0003294968164986896
diegopluna,6,1,13,1,0.0006135475517575821,0.05829049811789143,0.00032865604529856897
AnubhavPabby,8,0,11,0,0.0,0.05450864989853787,0.00032627954320500307
a-sologub,4,0,13,0,0.0,0.056605452380700215,0.0003212961086779731
ryrobes,8,2,12,2,0.0012707311519861192,0.050754751840195754,0.0003207776631869578
cluah,9,7,20,17,0.0012534341669101913,0.06347435550359323,0.00031964494843407775
Doc-4,4,3,5,10,0.0004178051263862395,0.07300313185020951,0.0003194706889499002
benWindsorCode,5,3,5,3,0.0013232758431346182,0.06907644824311492,0.0003183578953789499
oliverperboni,6,0,11,0,0.0,0.047394536222069295,0.0003176805025272907
sepulworld,4,3,10,14,0.0001675958658502299,0.060036814275497404,0.0003145677475049236
4A616D6573,5,0,6,0,0.0,0.06225206845744078,0.0003121346115255407
Eim-31,4,0,12,0,0.0,0.03695341130001364,0.0003117889140765863
pedrodrocha,5,1,6,1,8.187656415796404e-05,0.04915085914885755,0.0003112813712724194
RushiChaganti,7,4,63,7,0.000829912483071253,0.041625615923721375,0.00031032316987971846
lentra0,8,0,19,0,0.0,0.059591738951874855,0.0003095944521806478
wleme,7,1,8,1,0.0008731774900430624,0.057810056542026735,0.0003064059982712274
odnmalau,9,0,11,0,0.0,0.0537990165541186,0.0003062411887065846
vaqMAD,8,23,11,33,0.0025694494131034665,0.06370718720063698,0.00030384764584082585
jackos,5,0,6,0,0.0,0.054545905953622326,0.000303246144206998
martinmose,5,2,17,3,0.0005043791168756536,0.04636121097287997,0.000301715758734403
victornor,7,0,9,0,0.0,0.06391402714932128,0.00030170822000857855
ludagoo,8,2,19,2,0.001760637039826884,0.059160364432059485,0.00030009502645279536
fabiokr,8,0,13,0,0.0,0.060541544219365744,0.0002983990878596157
satyapraneet63,8,1,12,1,3.9810266780235e-05,0.0691384888649782,0.00029816478126196204
weierfischen,7,15,14,21,0.0010341617577699818,0.04475685933533522,0.00029334313082475625
eugenialoli,8,2,9,4,0.0006228630787026436,0.060274937485315934,0.00029303882123756365
diegonogueira,9,0,13,0,0.0,0.0690933292931042,0.0002929442697904301
muhlinux,4,0,7,0,0.0,0.04502394212044084,0.0002927478618072216
XNinety9,6,1,13,1,2.030888356740394e-06,0.04540107887026499,0.0002923916271902477
felixzsh,6,3,12,3,0.0008794706833740052,0.05875058742326783,0.0002921246860524212
mtalha-codes,8,0,12,0,0.0,0.04579968799996048,0.0002915255000319029
negoro26,5,0,6,0,0.0,0.07367838721165335,0.0002895151006682082
bhood239,8,0,13,0,0.0,0.06995481172455482,0.00028928194929713717
grimy192837465,8,0,10,0,0.0,0.060981700852817844,0.0002878372026593858
mlabbe,3,2,3,3,0.0007816643201002701,0.06406528134966569,0.0002866813509390814
defer,4,5,18,5,0.0008036397271642493,0.04015895691738017,0.0002842088649490762
inad9300,7,2,10,3,0.0023256871802024557,0.055319831142673546,0.0002837761697253657
d-cas,7,10,17,21,0.0008866057402839376,0.05840250548016761,0.00028244169950595254
h4636oh,2,0,8,0,0.0,0.05112944731559391,0.00028192851150366134
tuntaukA,1,0,1,0,0.0,0.05636101180903772,0.00028081576129553016
Kn0ax,7,4,30,28,0.0009969480044293014,0.05021666621556474,0.0002804917931020051
revan1611,8,1,12,1,0.0013204842372860212,0.05773684450271438,0.00028037423751788883
agata,1,1,2,1,6.370088034059984e-06,0.052423583498752056,0.00027955211803652204
JPHultra,4,0,5,0,0.0,0.059211944803794735,0.0002784090550176561
euandeas,7,1,9,2,0.0017955155315128397,0.06343019943019942,0.00027770145092006153
tobiasz-p,7,0,16,0,0.0,0.054522271171702406,0.0002764981500330528
sircode,3,0,7,0,0.0,0.06374533372033803,0.0002759741428866882
Randomovski,4,0,6,0,0.0,0.058471852332199085,0.0002753714711419092
MulSori,6,0,13,0,0.0,0.0583511961289739,0.0002735669041522214
riegojerey,6,3,14,4,0.000723630538602038,0.05184415731679413,0.0002715077354870993
Rishabh-Sarang,9,8,19,10,0.0032993011534788712,0.06202783107545012,0.0002708540787933291
jonwsoto,2,0,3,0,0.0,0.057736781246715024,0.00027051590918701347
putueddy,3,0,7,0,0.0,0.06232833767591312,0.0002700498838530357
mitalia,2,0,3,0,0.0,0.05182716662845859,0.00026892020949923997
andnig,5,0,31,0,0.0,0.0634673151389025,0.00026725404314808295
merouaneamqor,3,0,4,0,0.0,0.05767312437654224,0.0002651520592433866
nabeeladzan,5,1,7,1,0.0006339558263320287,0.06833870090381239,0.0002644974990325279
lucasolima,8,0,9,0,0.0,0.07014167823173739,0.00026366563197229416
rsd,9,0,19,0,0.0,0.06565656565656566,0.0002635395137378317
itsmedardan,6,0,7,0,0.0,0.05647757499040338,0.0002630186302951251
GyHUN95,5,5,8,7,0.0010355879639690406,0.053470700296678886,0.00026150573893350286
peregrinus879,9,0,15,0,0.0,0.06334870508573766,0.0002611938320860052
minisiowo,6,0,6,0,0.0,0.03923482514502966,0.00026107221591869096
qasimsk20,4,0,16,0,0.0,0.06943659520611829,0.0002609404030547733
joelgaff,7,3,20,12,0.0006665139146435903,0.058778992219765784,0.00025985801818071607
JJDizz1L,2,4,4,7,2.4105385701395677e-06,0.05834644804409642,0.0002593000391382231
blazskufca,5,3,9,3,0.0013085703676981497,0.06278596087513284,0.0002591293542689737
Nico-Mayer,2,0,3,0,0.0,0.05852770826501124,0.000258177978781001
derluke,5,1,5,3,8.971553324955535e-07,0.05905925004980854,0.00025560735470310514
abuturabofficial,10,1,15,1,0.0001289003782769369,0.05941692833562883,0.00025501292769154293
anime-in-the-world,6,3,9,3,0.000233455677688568,0.06012606440744756,0.0002533492848679228
huuaho,5,0,7,0,0.0,0.055030635220375726,0.0002522011992491383
dhoppe,3,1,6,1,7.612227063598635e-07,0.05772307701307859,0.00025147519097224813
CWood-sdf,3,0,6,0,0.0,0.05464186611390559,0.0002508710010860655
chriopter,11,1,34,1,1.24188624625567e-05,0.06286681585580606,0.0002504890313398975
StarrWulfe,6,0,7,0,0.0,0.0636227995175728,0.000249424514974213
c0mpile,6,0,12,0,0.0,0.04381290243781287,0.00024881977216514905
ahmed-zekry,4,1,4,1,0.000838869184498167,0.05444449122610042,0.00024787681660784066
v3rtx,2,0,6,0,0.0,0.06849497589203198,0.00024750615775169353
FlameHorizon,9,0,13,0,0.0,0.06321797688951601,0.0002465270903574182
dheerapat,4,0,5,0,0.0,0.05521210293526337,0.00024324392129085125
y0no,6,3,6,7,0.00084345167470687,0.0686732530076533,0.00024269307936303921
milolethbridge,6,1,6,1,0.0006659429976138205,0.06873796583559116,0.0002426080866709295
shubham-mamodiya,7,3,12,5,0.0007366510717508226,0.05517755623655775,0.0002408758607933047
ochowie,6,0,7,0,0.0,0.03643750571201162,0.00024072161241974111
gasper008,7,0,8,0,0.0,0.06903521795540575,0.0002400605480731973
Shastryji,5,0,6,0,0.0,0.054712388095331986,0.0002392090947465107
thmatosbr,3,0,3,0,0.0,0.0656920367732879,0.00023808553699362223
brielov,2,1,3,1,1.3955749616597495e-05,0.059744218370663564,0.0002369599787361587
TayoJuang,4,1,6,3,6.343522552998862e-07,0.05466764235835485,0.000236256256255012
dradrien,4,4,6,5,1.131853309445045e-05,0.05040617938893801,0.00023424600496520695
victorbueno,4,0,5,0,0.0,0.060116018168883054,0.0002329937423214636
PinheiroCosta,3,0,5,0,0.0,0.05055455842422569,0.00023184718077417184
capyfara,7,1,11,1,6.710879788602118e-05,0.06907413295989019,0.00023107769810538643
Sabadon,3,0,4,0,0.0,0.04387570440280387,0.0002310084662774668
Anik200,2,0,3,0,0.0,0.05419617389437944,0.00022924393781036752
cyppe,4,4,11,6,0.000184741716205715,0.053754406296779175,0.00022898056125113052
crqch,5,0,11,0,0.0,0.05463726656950781,0.00022877110024379095
precision,4,0,11,0,0.0,0.05351762055794666,0.00022862393010000595
flaviolivolsi,5,0,12,0,0.0,0.051784283222552206,0.0002283089031201273
gjoedvad,2,1,3,5,2.537409021199545e-07,0.05940564200360184,0.000226382666016119
ainslec,7,1,11,1,4.334740411215889e-06,0.056056416350533995,0.0002259492827528714
crackiee,4,0,5,0,0.0,0.05293959326217391,0.0002245681108537255
smakrysopoulos,4,0,9,0,0.0,0.0006331117442228553,0.00022361160555357785
Krymancer,4,5,6,5,0.0006368285566029136,0.06841561559250547,0.0002207549618906788
Michallote,6,7,7,11,0.0008510060083721237,0.06466731324887354,0.00021980331634584337
Roilan,7,1,11,1,0.000698563102325522,0.05627582884179089,0.00021724666388813488
Prajwal-Prathiksh,4,4,5,4,0.0014071841814470116,0.06898499086885695,0.0002167166699641992
thomu5000,5,1,7,2,0.0014909165678076736,0.05509420645372307,0.0002160299210401547
pampa,3,0,4,0,0.0,0.0636774351925075,0.0002160006296350229
rigo3t,4,1,5,1,0.0004456030245303999,0.07104083496759772,0.0002157773185160168
Else00,4,0,5,0,0.0,0.06149163731613674,0.00021557314638420946
gkurts,4,5,15,7,0.0005898822790031129,0.049900622071917734,0.0002153321761112295
hjanuschka,7,14,23,47,0.00032694637783995924,0.058969061717647,0.00021512379507144575
the-name-romel,5,1,8,1,0.0003495958931395785,0.060645767662728084,0.0002143738508174558
bagguettiesonmywrist,5,3,8,3,0.0008601182824602456,0.051326153493336156,0.00021374317853551397
woopstar,6,32,21,91,0.0015126972277833405,0.0574277510193114,0.00021360619460178944
matsonj,5,0,6,0,0.0,0.06105506321417299,0.00021313714472501972
bcavaco,8,1,9,3,1.1418340595397953e-06,0.06586880520902065,0.0002128335716844198
jirpok,6,1,11,1,4.526563557906762e-05,0.05488109512390088,0.00021199762574578004
Gazler,3,2,15,3,0.0004593979032881776,0.055069250599976846,0.00021112222839217036
JaberChowdhury,3,0,5,0,0.0,0.06373296138294395,0.00021110205189453198
markjfisher,3,2,3,3,0.0008095999384309853,0.06846698830930105,0.0002110264522976431
Addibro,3,0,3,0,0.0,0.0641781661334734,0.00021001050372113276
adecora,5,0,7,0,0.0,0.05081030208880935,0.00020998414298776968
sliceking,3,0,6,0,0.0,0.05031393925044501,0.00020965420426442808
ghuntley,5,0,9,0,0.0,0.05768280803585997,0.00020956130618606327
Rakura-cloud,4,1,7,2,7.612227063598635e-07,0.049751324348698826,0.0002094490392856528
gabriel-curtino,5,1,9,1,0.0005180282065716526,0.05399313793096176,0.0002084821572516897
jimd0t,5,0,7,0,0.0,0.05047789725209079,0.00020785366189917068
jordihoven,4,0,6,0,0.0,0.06096843519683026,0.0002077461864108969
zxcfilatov,5,0,6,0,0.0,0.054890671007517204,0.00020760335367543678
Merovex,7,2,13,2,0.0004059551389714984,0.05971245034768283,0.0002069662778093162
dharmavagabond,4,70,6,87,0.0078527164995427,0.07020666924420534,0.0002068997674877512
HFaustt,7,0,7,0,0.0,0.058805777370451194,0.00020685906260599468
MrJack91,5,0,12,0,0.0,0.05617658015835936,0.00020630513448902633
med502,7,5,21,14,0.0006128164996866322,0.06369606125107348,0.0002057974888143579
tsurelad,5,0,9,0,0.0,0.054137412574036446,0.00020507792086863527
seanpk,6,0,7,0,0.0,0.0629475104146774,0.00020139350065820477
e-minguez,5,0,10,0,0.0,0.0600276906109694,0.00020137677165414248
suraj-9849,3,1,3,2,1.995893715008627e-05,0.062379329926178305,0.00020136056738643212
denisgolius,4,0,6,0,0.0,0.055130854171046136,0.00020124465173249168
iccodes,4,1,22,1,3.701760068531631e-05,0.06405994868206205,0.00019955372842351662
brink-lab,6,13,13,30,0.003842791977386945,0.05901677131450594,0.0001994053298419327
JoaoPedro-cody,5,0,6,0,0.0,0.06868012823179427,0.0001988153166863435
skoom21,8,1,9,1,0.00045269858360466364,0.06474767383696906,0.0001987890509119907
goodroot,4,0,4,0,0.0,0.05092997168364306,0.0001984497437039074
Sekiro19,2,0,4,0,0.0,0.04518896970245658,0.00019765520472013012
MentalGear,5,1,8,1,0.00046457942052061183,0.06075689600593815,0.00019724671110673254
babu-fr1k,6,0,6,0,0.0,0.06486898457958984,0.0001968514644660248
OmarSkalli,7,7,17,10,0.0009491890827928046,0.06356285233942954,0.00019635935162052944
maxrabin,3,0,3,0,0.0,0.04988635304824747,0.0001959610421814489
oluwatimio,2,0,2,0,0.0,0.05183614192479441,0.00019583876525428137
kira-coding,6,0,8,0,0.0,0.04993716627732354,0.00019574109727207324
ankurkotwal,6,2,15,3,0.0006926426454026415,0.05894047296762229,0.00019527254545884578
guibbv2011,4,0,7,0,0.0,0.06364482957280741,0.00019524321461730093
Danmoreng,4,0,6,0,0.0,0.059357586962343466,0.00019339851070374856
zsolt-donca,4,0,6,0,0.0,0.05774623556590255,0.00019293145216941172
lestex,6,0,7,0,0.0,0.06973754894777513,0.0001924549835357678
kanishkdudeja,4,6,4,8,0.0006184672311144154,0.059683136429986364,0.00019240009234315066
Mohamedsayhii,6,10,20,14,0.006054789770942528,0.0645528578271941,0.0001923008707358238
blackmou5e,4,1,6,1,0.0008733103787220298,0.06983029805162679,0.00019223785655810965
andresatierf,5,3,33,15,1.3321397361297615e-06,0.04512221268919627,0.0001904652008245613
chadbailey59,3,1,3,1,3.8061135317993177e-07,0.0010683760683760685,0.00018956924172303316
eshedruf,3,0,3,0,0.0,0.0010683760683760685,0.00018956924172303316
foretoo,3,0,4,0,0.0,0.0008012820512820514,0.00018956924172303316
crestanigui,4,1,5,5,4.017564283565947e-07,0.0011396011396011397,0.00018956924172303316
pilgren,5,0,11,0,0.0,0.0542629915036554,0.0001894974160786571
michaelshmitty,4,1,6,4,1.2687045105997726e-07,0.06360372879393203,0.00018948827130362326
Ugwattu,4,0,8,0,0.0,0.0635636252623432,0.00018898528995966852
rthabett,7,5,11,6,0.0009877936555205153,0.05101743554674034,0.00018862009586797008
florianbeer,3,0,11,0,0.0,0.03914546361627824,0.00018860966984547475
JonathanRiche,4,0,5,0,0.0,0.0472978271257245,0.00018774663320343828
jonbloor,3,1,8,2,0.0009956792999187016,0.04727461396288356,0.00018741181840512938
tomasnorre,3,0,6,0,0.0,0.06526965539735677,0.00018707274246197516
devzeth,4,1,7,2,6.238098097065645e-05,0.05998744189533663,0.00018466306969546408
baleygr-ofnir,4,0,9,0,0.0,0.05796038625817456,0.0001839345764850637
Sicherheit007,3,0,4,0,0.0,0.07003953073195614,0.00018353644769958792
