colaborador,in_degree,out_degree,in_degree_weighted,out_degree_weighted,betweenness,closeness,pagerank
wintermeyer,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
SYKwong,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
Krymancer,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
ameeno,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
GiraffeCoding,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
davidbasilefilho,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
joelgaff,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
Awais-Sajid-119,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
qasimsk20,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
kyedavey,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
mroboff,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
wrex,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
guirossibrum,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
Rovetown,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
kvidaxl,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
jfernandez,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
phara0n,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
Zxuus,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
ablzh,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
peregrinus879,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
Pintjebier,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
PranavKumar9529desai,2,0,2,0,0.0,0.0019157088122605363,0.00014403975782317319
maxguzenski,1,0,6,0,0.0,0.00027367268746579087,0.00014403583478134755
ludo237,1,0,6,0,0.0,0.00027367268746579087,0.00014403583478134755
LeonardoTrapani,1,0,6,0,0.0,0.00027367268746579087,0.00014403583478134755
miharekar,1,0,6,0,0.0,0.00027367268746579087,0.00014403583478134755
Gazler,1,0,6,0,0.0,0.00027367268746579087,0.00014403583478134755
saullrb,1,0,6,0,0.0,0.00027367268746579087,0.00014403583478134755
lentra0,1,0,6,0,0.0,0.00027367268746579087,0.00014403583478134755
rixlabs,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
alcides,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
MichaelGame-Dev,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
pampa,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Rakura-cloud,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
jpow18,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
tekumara,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
jkc-2,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
mrios69,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
KiskaLE,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
JPHultra,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
djordje,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
pheonick,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
MaryamTarek03,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
medrinnn,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
EfeDevirgen,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Chase78712002,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
amanat361,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
DallinTG,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
prepin,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
mlabbe,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
JosefAmbruz,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
alfarhan,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
pandelig,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
stallmer,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
ajmeese7,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
gapf2010,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
ddevault,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
vynguyen205,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Lejoni,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
guibbv2011,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
mattsontrygve-dot,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
merouaneamqor,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
hossimo,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
tcurdt,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Shastryji,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Kurizek27,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
lawsontaylor,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
GreenHacker420,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
arthur404dev,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
e0,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
alexjp,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
jpumfrey,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
rublev,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
DustinEwers,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
vrajpat3ll,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
g1sbi,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
mohamedbril,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
MrTrigger,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
zenhooms123321-stack,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Anik200,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
P1tchZ3r0,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Merovex,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
daltsan,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
endrebak,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
rCirelli,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
devsujalpatel,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
elvinaspredkelis,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
rmusaev99,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
cairin,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
ltehacker,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
groupsvkg,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
stoicz,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
coffnix,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
CGCM070,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
dimmerz92,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
BestCoder1877,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
dl-alexandre,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
zxcfilatov,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
maietta,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
thelifeandtimes,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
MikaelWeiss,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
vnijs,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
NiWe03,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
ebaerwald,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
ist14k,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
henderb,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
sepulworld,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Phrozenn1,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
AnonymousCoderArtist,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
syabro,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
btbishop93,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
elton-cs,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
helioascorreia,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
CwalkPinoy,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
ZeraTS,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Canatulee,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
tomasnorre,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
5w5,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Else00,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
minh-cong,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
justpurv,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
raphaeleliass,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
koepalex,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
philippeback,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
xnileshtiwari,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
antonavy,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
r3nor,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
ammarove,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
bvdwalt,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
themodev,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
michielryvers,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
michaelosmith,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
brasilikum,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
wavic,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
assada,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
daanlenaerts,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
deanandreakis,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Ryaja2,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
liams000,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Matthew-act546,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
AnubhavPabby,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
yuri-xyz,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Abdirrahman,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Zalmez,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
matasuge200,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
jasencarroll,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
edmooredop,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
sk4rrjin,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
LazyStability,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
eduardobatista,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
sashi12222,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
randall-vx,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
wltechblog,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
atorrez007,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
defaultdino,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
matevzg,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
battlej07,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
bpidperygora,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Kashan-amd,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
gammons,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
ocewers,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
molhamfetnah,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
geoffsimp,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
tsurelad,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
iagocc,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
snek,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
wouterbouvy,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
DoppioJP,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
abuturabofficial,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
ngodn,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
StarrWulfe,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
nilszeilon,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
drbraden,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
OerdBej,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
renatovieiradesouza,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
lfrostp,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
mikemayuare,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
dheerapat,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
ddVital,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
devbrsa,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
babu-fr1k,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
h4z-dev,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
rulonder,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
ZorudaRinku,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
42kiko,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
executionreverted,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
seanpk,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
KunalGautam,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Reflux0301,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
rplankenhorn,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
socket72,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
GuzmanMD,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
nicolaric,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Travcort,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
lavavex,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
camilonova,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
sparky0520,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
mrlarsendk,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
gingerpickle99,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
fidelisakilan,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
huuaho,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
gray-adeyi,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
czlowiek488,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Roilan,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
arampak,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
gabriel-curtino,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
mcolinp,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
danielpavone,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
Dynasty8614,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
MatthewABrantley,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
AFFLatusss,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
NoaHimesaka1873,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
meceo,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
John-Lin,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
bcavaco,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
gonzochic,1,0,1,0,0.0,6.841817186644772e-05,0.00014395723033569182
nqst,1,0,5,0,0.0,0.0003192848020434227,0.00014395330729386618
ardavis,1,0,5,0,0.0,0.0003192848020434227,0.00014395330729386618
lukehsiao,1,0,5,0,0.0,0.0003192848020434227,0.00014395330729386618
med502,1,0,5,0,0.0,0.0003192848020434227,0.00014395330729386618
Rishabh-Sarang,1,0,5,0,0.0,0.0003192848020434227,0.00014395330729386618
roberto-aguilar,1,0,5,0,0.0,0.0003192848020434227,0.00014395330729386618
pipetogrep,1,0,5,0,0.0,0.0003192848020434227,0.00014395330729386618
spdawson,1,0,5,0,0.0,0.0003192848020434227,0.00014395330729386618
bjarneo,1,0,5,0,0.0,0.0003192848020434227,0.00014395330729386618
chriopter,1,0,5,0,0.0,0.0003192848020434227,0.00014395330729386618
emourad,1,0,5,0,0.0,0.0003192848020434227,0.00014395330729386618
rsd,1,0,5,0,0.0,0.0003192848020434227,0.00014395330729386618
ryanyogan,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
cluah,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
ctarx,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
AdiY00,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
Somnius,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
rez1coder,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
Justikun,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
zaborowskimichal,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
anagrius,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
riegojerey,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
alansikora,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
aifrim,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
gkurts,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
hjanuschka,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
robzolkos,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
martinmose,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
zaneschepke,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
paul-fornage,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
mmorri,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
jondkinney,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
0xK1K3,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
morgoth,1,0,4,0,0.0,0.0003831417624521073,0.00014387077980638482
marcinczenko,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
NicolasDorier,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
AdamMusa,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
meerzulee,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
gthelding,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
mlombardi96,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
daviewales,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
defer,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
samuelpecher,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
rockorager,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
ludagoo,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
leonhazen,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
Veltair-D,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
tobiasz-p,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
curtisspendlove,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
Swarnim114,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
rthabett,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
andnig,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
patroza,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
OmarSkalli,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
arcbjorn,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
JordanAnthonyKing,1,0,3,0,0.0,0.0004789272030651341,0.00014378825231890345
